,count,mean,std,min,25%,50%,75%,max
Debt_to_Equity,830377.0,0.5839449814002332,0.29684554000259517,0.003452243958573,0.4276859571653897,0.5734114755426534,0.702271536423121,12.758823529411766
Net_Profit_Margin,826541.0,0.05435100335307606,0.3584252759141303,-5.0,0.0201237597572588,0.0665964820970203,0.1279909706546275,5.0
Current_Ratio,805271.0,2.1097395379686517,1.6488075346871203,0.0154449054863992,1.1959348104742722,1.7168895174423588,2.521318132125566,20.0
Altman_Z,830377.0,3.003287890155219,3.7241085756809853,-20.0,1.006054407413231,1.9228279408604168,3.514379270635734,20.0
Retained_Earnings_TA,827465.0,0.18096405576006913,0.6063387595743953,-5.0,0.0375033342224593,0.2267167970142802,0.4468886319178077,2.347604454206664
Market_Value_to_Liab,827838.0,3.993764262554878,6.37040924607865,0.0017996025666709,0.8851623793731888,1.809024201857368,4.039202027936944,50.0
