year,universe_return,mean_vix,crisis_rate,n_stocks
2022,-0.1279311267333496,25.6297516165637,0.15304670473171347,228
2023,0.5978439742827049,16.9048192317821,0.12627440653098077,218
2024,0.2787806435141298,15.566962597879195,0.11764705882352941,208
