ozellik,hayatta_kalan,ayrilan,fark_%,welch_p,mannwhitney_p,cohen_d
Close,31.89,28.305,12.665606783253835,0.0035885688069433484,0.02408814563303343,0.29236466203139544
Vol_20d,0.2899420609268323,0.30963848820182155,-6.361104328267874,0.36762530791282433,0.06587008628767724,-0.09026271844396744
Debt_to_Equity,0.5335345969460824,0.5523940167456233,-3.414124561060483,0.3911230528482751,0.3784929722854824,-0.10964294398808143
Current_Ratio,1.9483335712114433,1.9387075815535568,0.4965158102993916,0.7218891832319361,0.9509265640222657,-0.046103219361855984
Net_Profit_Margin,0.06813603119828629,0.054266447536796394,25.558304055347204,0.3273020966672475,0.5337653495342163,0.13752647898689777
Altman_Z,2.0862286467201687,1.864793816651896,11.87449401059486,0.27528244142443037,0.09608944021763918,0.13681730009048923
Retained_Earnings_TA,0.248844755787334,0.0845706245328095,194.24490733279816,0.04231888338190575,0.0005130983684495244,0.2567378660063059
Market_Value_to_Liab,1.8750575501451792,1.4926441183865968,25.619866587618635,0.6203635440842776,0.1493110278670095,0.06318897724739878
