mcc,acc,f1,precision,recall,roc_auc,pr_auc,flag_rate,name,strategy,detail
0.10808792912102398,0.7334854950216665,0.25099934926094636,0.19847103793002058,0.3413400758533502,0.6287010547761109,0.18925862016294676,0.22500082696569745,XGBoost (tek seed),percentile,top 22.5%
0.11786025145359474,0.736237636862823,0.25873384772706143,0.20458688620993826,0.351858407079646,0.635898986331809,0.1941963863253217,0.22500082696569745,XGBoost (ensemble×5),percentile,top 22.5%
0.08411149314953223,0.7454070325162913,0.20973488742692598,0.19068588698157635,0.2837218710493047,,0.17853032574414246,,Cross-attention (tek model ort.),percentile,n=5
0.10169222824450068,0.7795507922331382,0.22872882140542541,0.21089248367407915,0.24986093552465233,0.6253637529375515,0.1823718990089564,0.1549998346068605,Cross-attention (ensemble×5),percentile,top 15.5%
0.11568861713704928,0.6868988786345142,0.2605980017282297,0.19374452734335212,0.42700379266750954,,0.19000018343460373,,Gated (tek model ort.),percentile,n=5
0.11997742080232152,0.7873110383381298,0.24264411411340667,0.22713239834171298,0.2604298356510746,0.6412284060731178,0.2000029288115261,0.15000496179418477,Gated (ensemble×5),percentile,top 15.0%
