mcc,acc,f1,precision,recall,roc_auc,pr_auc,flag_rate,name,strategy,detail
0.1281774702914589,0.615011081340346,0.2769528968850565,0.18358371219608619,0.563590391908976,0.6287010547761109,0.18925862016294676,0.40162746849260694,XGBoost (tek seed),fixed,thr=0.1764
0.1409378878119402,0.5976514174192055,0.284497464676055,0.18537654850975102,0.6114285714285714,0.635898986331809,0.1941963863253217,0.43150408521054545,XGBoost (ensemble×5),fixed,thr=0.1712
0.09850099789583813,0.6548470113459693,0.24743989146636505,0.18061259986621603,0.44545132743362836,,0.17853032574414246,,Cross-attention (tek model ort.),fixed,n=5
0.11704303725533843,0.6817439052628097,0.2663636918196791,0.19068934646374217,0.4416182048040455,0.6253637529375515,0.1823718990089564,0.30298038437365615,Cross-attention (ensemble×5),fixed,thr=0.4956
0.1152533159713495,0.5932175581356885,0.26802176246378817,0.17659959649367524,0.5704677623261695,,0.19000018343460373,,Gated (tek model ort.),fixed,n=5
0.12672259258031265,0.7101253679997354,0.27060860300972167,0.2017023599771695,0.41102402022756007,0.6412284060731178,0.2000029288115261,0.2665938936852899,Gated (ensemble×5),fixed,thr=0.4899
