date,buy_hold_10,model_seed42_10,model_seed43_10,model_seed44_10,model_seed45_10,model_seed46_10,naive_vol_10,oracle_10,buy_hold_25,model_seed42_25,model_seed43_25,model_seed44_25,model_seed45_25,model_seed46_25,naive_vol_25,oracle_25,buy_hold_50,model_seed42_50,model_seed43_50,model_seed44_50,model_seed45_50,model_seed46_50,naive_vol_50,oracle_50
2022-02-28,0.955111514619496,1.0004965436707691,0.9999159353680979,1.0001158805030508,0.99858891833095,1.0046114570549247,0.9475386253400195,1.019574832905882,0.9543948226375398,0.9997457958891252,0.9991656232605179,0.9993654183616031,0.9978396019840281,1.0038576215443786,0.9466865888696578,1.0188097692493743,0.9532003360009477,0.9984945495863857,0.9979151030812183,0.9981146481258563,0.9965907414058252,1.0026012290268007,0.9452669987640585,1.017534663155195
2022-03-01,0.9436870326847272,0.9892101517842697,0.9880817861357839,0.9891741626407015,0.9861792433930903,0.9936934097464961,0.9334631000022993,1.0081624190362037,0.9429789133505461,0.9884678730310549,0.9873403540801542,0.9884319108928473,0.9854392389583279,0.9929477668677472,0.9326237203889843,1.0074059189718945,0.9417987144602455,0.9872307417756973,0.9861046339874383,0.987194824646423,0.984205898233724,0.991705028736498,0.9312252180532828,1.006145085531379
2022-03-02,0.9635721766106952,1.011129050353014,1.0102154151577623,1.0108399121915206,1.0085814526101464,1.0163936994883838,0.95307906906968,1.0285326817081641,0.9628491359579102,1.0100984955370902,1.009202311651299,1.009817821159878,1.0075782783037008,1.0153745113690205,0.9520432976956327,1.0275258349230876,0.9616440682032701,1.0083818114068048,1.0075146570810354,1.0081152158129152,1.005907143353441,1.0136767206119046,0.9503182002927882,1.0258485414665452
2022-03-03,0.9640820701169256,1.0133752015957003,1.0126631107425692,1.0142835671127075,1.0116120812005227,1.0191675570136955,0.9552090639243938,1.0313062817606093,0.9633586468527052,1.0123423574755777,1.011647552542837,1.0132579940966593,1.0106058925131103,1.0181455874105076,0.954170977750065,1.0302967198549093,0.9621529414123394,1.0106218598536405,1.0099558088797143,1.0115495884392702,1.0089297360652356,1.0164431631834379,0.9524420250022537,1.0286149033129057
2022-03-04,0.9581073771680034,1.006819868630819,1.0084526498797968,1.009881146398838,1.00573031407813,1.0150239390475753,0.9505564590931179,1.0262461439144088,0.9573884371651254,1.0057937057844215,1.0074413141781575,1.0088600248044985,1.004729975624864,1.0140061244546006,0.9495234291990658,1.025241535457066,0.9561902038269969,1.0040843377369593,1.0057566044638455,1.0071590343519867,1.0030635647722332,1.0123106217543836,0.947802897784564,1.0235679708026781
2022-03-07,0.9368604142927474,0.9799862883579892,0.9838128634026837,0.9859510628036284,0.9788291502747282,0.9892785110131589,0.9304690464957168,1.0069510078528767,0.9361574174836227,0.9789874746173949,0.9828262379298767,0.9849541376458703,0.9778555687643656,0.988286512631357,0.9294578468648845,1.0059652877070642,0.9349857561350831,0.9773236643366657,0.9811826911671833,0.9832934537619763,0.9762337308859039,0.9866340152643852,0.9277736741790823,1.0043231888544293
2022-03-08,0.9341472106986263,0.9806702988807983,0.9815894429456026,0.984628322362386,0.9774736469478571,0.9871411435209735,0.9243963125305877,1.0061368605772976,0.9334462498101574,0.9796707879885019,0.9806050472497595,0.9836327346677868,0.9765014136737786,0.9861512883830307,0.9233917125242855,1.005151937413031,0.932277981662711,0.9780058164019938,0.978965214908406,0.9819742787380137,0.9748818217507416,0.9845023612888524,0.9217185316417149,1.0035111662419782
2022-03-09,0.950980736752699,0.9974509089295939,0.9989806448598081,1.003128428438123,0.9955374981653183,1.0056353653285452,0.9405429580027098,1.025537307527773,0.9502671444039594,0.9964342950389277,0.9979788082425768,1.0021141347226432,0.9945472978828541,1.004626965121745,0.9395208104143553,1.0245333929614941,0.9490778238227285,0.99474083351144,0.9963099223538784,1.0004245181915286,0.9928977756720573,1.0029471451571557,0.9378184036920064,1.0228609842515446
2022-03-10,0.948032926027075,0.9956577349653106,0.9968749910180483,1.0004488222766696,0.9950675876005866,1.0049457991333477,0.9380456930396985,1.0247812472477524,0.9473215456423617,0.9946429486989857,0.9958752660744843,0.9994372379926171,0.9940778547094308,1.0039380903886,0.937026259387308,1.0237780728007482,0.9461359116678412,0.9929525316031523,0.9942098978675359,0.9977521348485613,0.9924291111010624,1.0022594222799432,0.9353283727781814,1.0221068970462341
2022-03-11,0.9337889465298672,0.9817531308629784,0.983514057705402,0.9865752174392547,0.9819234403363943,0.9914816007249122,0.9262785512470827,1.010534530852893,0.9330882544739412,0.9807525163353809,0.9825277318925437,0.9855776611797289,0.9809467811248918,0.9904873931963385,0.9252719056927825,1.0095453027401717,0.9319204343807328,0.9790857063282687,0.9808846843113052,0.9839159260027398,0.979319816267092,0.988831215773743,0.9235953179101689,1.0078973600093732
2022-03-14,0.9211227643948369,0.9695156048584392,0.9731660335530989,0.9751272356943718,0.9717219174646096,0.9810346039763698,0.9182274939691234,0.9983143207537124,0.9204315767277066,0.9685274629636422,0.9721900853482204,0.9741412548379644,0.9707554050841884,0.9800508721669732,0.9172295980085663,0.9973370551964549,0.919279597282491,0.9668814296978161,0.970564325060357,0.972498802036647,0.969145343294924,0.9784121454768332,0.9155675828447952,0.9957090407370682
2022-03-15,0.9338207833400941,0.9823220314301622,0.9856487843664168,0.98787831085702,0.9837549466943759,0.9929256101117372,0.9319528751568564,1.012141579802723,0.9331200673946157,0.9813208370723056,0.984660317723956,0.9868794370000392,0.9827764657954768,0.9919299546036926,0.9309400629554611,1.0111507785245617,0.9319522074854866,0.9796530611918708,0.983013703892241,0.9852155069613376,0.9811464662851178,0.990271365098268,0.9292532045019689,1.0095002150771486
2022-03-16,0.953943617828327,1.0012596020953706,1.0045016277315582,1.0065996780895985,1.0030621867864191,1.0108710086587929,0.9499776843319234,1.0321237787606086,0.9532278022071446,1.0002391063390978,1.003494254347591,1.0055818744878404,1.002064502156241,1.0098573584140575,0.9489452834290529,1.0311134165942644,0.9520347761718422,0.9985391784529267,1.001816145166676,1.0038864111671937,1.0004025121669502,1.0081687927962255,0.9472257996116179,1.029430266908071
2022-03-17,0.9686639106186512,1.0155445072131515,1.0193038389108846,1.0207705345519433,1.0168090996085704,1.0248782340102671,0.9612807633266386,1.0468952092940107,0.9679370492550048,1.0145094521108102,1.0182816209978953,1.0197384023654843,1.0157977417646915,1.0238505380294447,0.960236078652105,1.0458703871424777,0.9667256136489291,1.012785271464905,1.0165787834085913,1.0180190704028373,1.0141129742928128,1.0221385746497549,0.9584961359736471,1.0441631487479546
