date,buy_hold_10,model_seed42_10,model_seed43_10,model_seed44_10,model_seed45_10,model_seed46_10,naive_vol_10,oracle_10,buy_hold_25,model_seed42_25,model_seed43_25,model_seed44_25,model_seed45_25,model_seed46_25,naive_vol_25,oracle_25,buy_hold_50,model_seed42_50,model_seed43_50,model_seed44_50,model_seed45_50,model_seed46_50,naive_vol_50,oracle_50
2022-07-07,0.8525418749481939,0.8994080481256385,0.8986949169146218,0.9098991234165957,0.8892847558086239,0.9009475086956255,0.8506565270593528,0.9913229948391499,0.8519021486788475,0.8976972499254748,0.8969860672556531,0.908198630511133,0.8876167829605508,0.8991892566392164,0.8492082872070608,0.9892552955945783,0.8508359382299383,0.8948514891875757,0.8941435479527036,0.905369889545952,0.8848421596591797,0.8962647528063066,0.846798672818064,0.985816667927827
2022-07-08,0.8490712328803264,0.8958129725309862,0.8948919894423415,0.9057114766052258,0.88546558308273,0.8971645716320205,0.8472554974591537,0.98884990044185,0.8484341108946727,0.8941090126606214,0.8931903709707222,0.9040188099120431,0.8838047736054078,0.8954137021998012,0.8458130478482214,0.986787359571939,0.8473722409185848,0.8912746268765025,0.8903598801042801,0.9012030877176007,0.8810420663585603,0.8925014778990898,0.843413067394428,0.9833573103915754
2022-07-11,0.8384893790745,0.8844802368287431,0.8845496552704505,0.8942681746069422,0.8744477651324586,0.8872341777589181,0.8377757421584425,0.9764244363107623,0.837860197449381,0.8827978333852778,0.8828677025317623,0.8925968940799426,0.8728076210506308,0.885502688074442,0.8363494317987589,0.9743878124456328,0.8368115614075176,0.8799993048012159,0.8800699238616038,0.8898167474084416,0.870079290075518,0.8826226981432848,0.8339763041980854,0.9710008637935086
2022-07-12,0.8370363479927585,0.8825038597860525,0.8827437421470684,0.8934319537986827,0.8730906566872435,0.8852873088912948,0.8376719785749135,0.973735928627166,0.83640825668611,0.8808252156844061,0.8810652233145556,0.8917622360686077,0.871453058044347,0.8835596186359275,0.8362458448723789,0.9717049124452389,0.8353614378416975,0.8780329404313023,0.8782731566416678,0.8889846890831549,0.8687289613313083,0.8806859483020949,0.833873011197886,0.9683272894891303
2022-07-13,0.8362743989013034,0.882174191140798,0.8817173238342092,0.8922149336761716,0.8726253550938847,0.8851731639044519,0.8358721028181314,0.9721116758192159,0.8356468793423473,0.8804961741143997,0.8800407567147315,0.8905474904115082,0.8709886291865421,0.8834456964097404,0.8344490333979684,0.9700840475000959,0.8346010134107555,0.8777049419452323,0.8772519365427555,0.8877737269605014,0.8682659842431808,0.8805723965941104,0.8320812981461455,0.966712058631638
2022-07-14,0.8291979608641656,0.8743653368454075,0.8746455222439984,0.8844848021407621,0.8653364867459042,0.8777528409510456,0.8307561049930308,0.9641669875994774,0.8285757512887292,0.8727021733372781,0.8729824020078937,0.8828318055696891,0.8637134320888762,0.8760398546530366,0.8293417455418138,0.9621559302929495,0.8275387353296701,0.8699356486754629,0.8702159495295014,0.8800820739472419,0.8610135288644377,0.8731906414381343,0.8269885021343268,0.95881149936964
2022-07-15,0.8396521433350994,0.8889198469851042,0.8884758957447676,0.8985535001274875,0.8783316624658165,0.8921422631409877,0.8417276375128028,0.9781777235871065,0.8390220892005301,0.8872289987905821,0.8867864773416261,0.896874210838354,0.8766842336135544,0.8904011950391979,0.8402945990646812,0.9761374427193698,0.8379719989762499,0.8844164231137676,0.8839762802031684,0.8940807417275439,0.8739437846391496,0.8875052733091583,0.8379102771175158,0.9727444123944027
2022-07-18,0.8406971229660383,0.8900033045231611,0.8882912378637561,0.8980361328872172,0.8776864802735334,0.8920062456239456,0.839011500734876,0.9786943522775071,0.8400662847046824,0.8883103954429155,0.8866021705837277,0.8963578104957308,0.8760402615470175,0.8902654429683408,0.8375830865004069,0.9766529938268247,0.8390148876024245,0.8854943916658861,0.8837925575073152,0.8935659498026772,0.8733018255808562,0.8873699627554219,0.8352064584250386,0.9732581714585805
2022-07-19,0.8656095665300934,0.916731122376905,0.9143011482066367,0.9250150976288535,0.903306735075844,0.9185451736887055,0.863304332977397,1.0085209738135748,0.8649600345892247,0.9149873732994258,0.9125626236240435,0.9232863547710108,0.9016124621247484,0.9167525787539784,0.8618345602784249,1.0064174030636324,0.8638774813544454,0.9120868017060239,0.9096707427270101,0.9204106204915355,0.8987940893829961,0.9137709523493031,0.8593891190496168,1.002919120323185
2022-07-20,0.8730865923791868,0.924707840172677,0.9221044890907145,0.9335116575252946,0.910708225203071,0.9268044496192116,0.8686144593532615,1.019542922668013,0.872431449863644,0.9229489182773909,0.9203511266180237,0.9317670356106941,0.9090000697644067,0.9249957362217006,0.867135646182144,1.017416362362256,0.8713395456710744,0.9200231080502367,0.9174345642115336,0.9288648867909433,0.9061586039168323,0.9219872999486558,0.8646751632102637,1.0138798475032464
2022-07-21,0.8770710099686984,0.9295232689848141,0.9284793263159442,0.9396044125917108,0.9166343830108301,0.9325383874791471,0.8752952642641045,1.0253658012361708,0.8764128776450594,0.9277551874795356,0.926713842223098,0.9378484040447918,0.9149151122682633,0.9307184839646356,0.8738050770452844,1.0232270955835598,0.8753159904389961,0.9248141410553312,0.9237771165804254,0.9349273137562522,0.9120551564427222,0.9276914351496978,0.871325669674271,1.0196703827553224
2022-07-22,0.868456408022475,0.9208504855417032,0.918188828767095,0.9290282271021498,0.9108381926450556,0.923247756069608,0.8718273654830003,1.018679732578182,0.8678047398823876,0.91909890086713,0.9164429118409212,0.927291984184111,0.9091297934350201,0.9214459837687615,0.8703430823500935,1.0165549727123482,0.8667186263155767,0.9161852954544466,0.9135387344383342,0.9244037736823298,0.9062879220810085,0.9184490926343823,0.86787349833144,1.0130214520230896
2022-07-25,0.8752916758843163,0.9270985366715955,0.922437501545471,0.9331643058515218,0.9155739489109485,0.9294234594660421,0.8747620791022411,1.0247544651114444,0.8746348787288247,0.9253350673417204,0.9206835058565361,0.9314203330957583,0.9138566671547824,0.9276096349167663,0.8732727996293508,1.0226170345823298,0.8735402168030071,0.9224016928613366,0.9177658901511868,0.9285192641406691,0.911000019949055,0.9245926972557256,0.870794902586651,1.0190624423114922
2022-07-26,0.8692565663617845,0.9218991012679403,0.91677935925757,0.9262598638380968,0.9104190778999031,0.9244779582142889,0.8719431959086483,1.0162199459085475,0.8686042978027331,0.9199404761427907,0.9148713409853773,0.9242985856579345,0.9084622311592953,0.9224524237114468,0.8703545182521518,1.014013161799244,0.867517183537649,0.9166835431636938,0.9116983784456995,0.9210372119824299,0.9052083556365882,0.919084523521543,0.8677117323434611,1.0103437231958914
2022-07-27,0.8880884666962093,0.9422734222652797,0.9353719965033681,0.9453621433739038,0.9303504089990831,0.9452738022777685,0.8867169379752408,1.04155344364877,0.8874220671464117,0.9402715107794445,0.9334252828883592,0.9433604177064785,0.9283507220311072,0.9432027040064318,0.8851013426089277,1.0392916462911326,0.886311401230084,0.9369425983419755,0.9301879714506625,0.9400317846429204,0.9250256111048669,0.9397590439495153,0.8824137787404622,1.0355307317086473
2022-07-28,0.8983130611383391,0.9545294431736722,0.9488633926410147,0.9563726035831195,0.9411647435505645,0.95651705718438,0.8991065708566484,1.057423049134477,0.8976389893065688,0.9525014931002599,0.946888600481165,0.9543475641824699,0.939141812347233,0.954421324901453,0.8974684016196712,1.0551267899525587,0.8965155362536202,0.9491292819562035,0.9436045954807037,0.9509801631376104,0.9357780505410347,0.9509367053386892,0.8947432858242609,1.0513085722801039
2022-07-29,0.9046032958205343,0.9614526528817323,0.9554989654292921,0.9628557839107884,0.9484332354980424,0.9633602708086466,0.9035252488115059,1.0669106778119484,0.9039245039527344,0.9594099940701705,0.9535103631918063,0.9608170169153124,0.9463946814621915,0.9612495450202683,0.9018790287577196,1.064593815660875,0.9027931841730698,0.9560133242516362,0.9502033925522587,0.9574267885036634,0.9430049417644826,0.9577399954304985,0.8991405203240171,1.0607413393901084
2022-08-01,0.9044652434582352,0.9603998452128997,0.9563729406622042,0.9638275643785842,0.9488223366608274,0.9631450896886958,0.9049230573181404,1.0663273918609726,0.9037865551815025,0.9583594231488834,0.9543825194911909,0.9617867397188373,0.9467829462943672,0.9610348353629186,0.9032742904618182,1.0640117963512135,0.9026554080536167,0.9549664727439082,0.9510725240336797,0.9583930896548424,0.9433918159329736,0.9575260696842506,0.9005315453890299,1.0601614262504684
2022-08-02,0.9003065419773707,0.9538215247433031,0.9511180008603859,0.9579067258960593,0.943274217694351,0.957302289581476,0.8987955911482368,1.0601562632377541,0.8996309742870419,0.9517950786813626,0.949138516367931,0.9558784381190787,0.9412467524058903,0.9552048368515672,0.8971579885152731,1.0578540687133202,0.8985050281364958,0.9484253685082685,0.9458467081950385,0.9525056354085293,0.937875451251661,0.9517173566642577,0.894433815272996,1.0540259817587458
2022-08-03,0.9091539309606923,0.9617901934345947,0.9593962331706687,0.9667831519446323,0.9519469857221728,0.9681860898771928,0.9053308343597496,1.0698840600974484,0.9084717244091954,0.959746817499644,0.9573995198669956,0.9647360690741725,0.9499008792625644,0.9660647907020279,0.9036813245349887,1.0675607410638817,0.9073347134900359,0.9563489552003308,0.9540790608298029,0.9613320123458494,0.9464985812759039,0.9625376605125122,0.9009373435245563,1.063697528294796
2022-08-04,0.9033259892279106,0.9537484523981128,0.9533367664335503,0.9591409145638152,0.9435029582715962,0.9620394659087186,0.9019767179110482,1.065604493454648,0.9026481558192848,0.9517221615823712,0.951352664204873,0.9571100134950375,0.9414750013301552,0.9599316340085855,0.9003333192755073,1.0632904677632362,0.901518433471577,0.9483527095630497,0.9480531769105245,0.9537328651892736,0.9381028826476212,0.9564268961496244,0.8975995043076891,1.0594427079550062
2022-08-05,0.9088961397951392,0.9577528612117079,0.9577569747744621,0.9646653481672988,0.9482457635310417,0.9674426077823086,0.9045676258280996,1.0708057620536857,0.9082141266837365,0.9557180628101547,0.955763673125885,0.9626227495700981,0.9462076124457843,0.9653229375790646,0.9029195065667918,1.068480441487637,0.9070774381647341,0.9523344638076017,0.9524488875426498,0.9592261496579007,0.9428185427806565,0.961798515916525,0.9001778387767186,1.0646139005721666
2022-08-08,0.9161487559744047,0.9655687753794951,0.9638953932428608,0.9723881921813783,0.9536624270989983,0.9740267619878914,0.9099695323394582,1.0814789093283195,0.9154613006797759,0.963517371640282,0.9618893162034746,0.9703292411046577,0.9516126334848163,0.971892665879306,0.9083115708221211,1.0791304113665734,0.9143155418553968,0.9601061601706163,0.9585532856263853,0.9669054489528406,0.9482042044395673,0.9683442579507854,0.9055535303113533,1.0752253310986857
2022-08-09,0.9057079936056606,0.953730770340113,0.9515843958062415,0.9608146509273635,0.9417593005656953,0.9611709031238475,0.9002523334331594,1.0684723486395193,0.9050283728000529,0.9517045170908719,0.9496039406439415,0.958780205861121,0.9397350914267568,0.9590649742478731,0.8986120766205078,1.0661520952242027,0.9038956714573755,0.9483351275396423,0.9463105182836472,0.9553971643066814,0.9363692046491411,0.9555634005884931,0.8958834881158593,1.062293979962346
2022-08-10,0.9260780340684143,0.9747560234669348,0.9728425297252022,0.9824999782129792,0.9632952935165177,0.9832383190769156,0.9181513673803152,1.0949553401825125,0.925383128089873,0.9726851009160531,0.9708178317387803,0.9804196162708194,0.9612247951041724,0.9810840404139027,0.9164784985862431,1.0925775773223763,0.9242249514589731,0.9692414322596498,0.967450835227948,0.9769602203817972,0.9577819377950499,0.9775020745139954,0.9136956596270733,1.0886238354081483
2022-08-11,0.9320971829623347,0.9793583654348507,0.9761276821290862,0.9881812486985729,0.9692783469115529,0.9870813303412417,0.9217877140608551,1.103175353616098,0.9313977603638129,0.9772776649564274,0.9740961470223143,0.986088857138944,0.9671949885769815,0.9849186316268457,0.9201082198550019,1.100779740491266,0.9302320560329457,0.9738177369075203,0.9707177806377938,0.9826094574186769,0.9637307475870183,0.981322665524714,0.917314359437311,1.0967963171731896
2022-08-12,0.9458725060716617,0.9941565628295378,0.9915586742695615,1.0032190856983059,0.9826283407125506,1.002203285347171,0.9347214249952954,1.120909573129587,0.9451627468124777,0.9920444227703792,0.989495023894634,1.001094852770249,0.9805162880189847,1.0000074543754367,0.9330183656103417,1.1184754490564404,0.9439798147138398,0.9885322148818891,0.9860632510284804,0.9975625046198036,0.9770043335977986,0.9963563985497659,0.9301853042112508,1.114427989768646
2022-08-15,0.9453963004325704,0.9940481496921626,0.9930893692032801,1.0031467470913804,0.9823734765676566,1.002001054153742,0.9374604306478843,1.121377296586172,0.9446868985062822,0.9919362399626511,0.9910225331175562,1.001022667334304,0.9802619716768372,0.9998056662712738,0.935752380803573,1.1189421568227746,0.9435045619624706,0.988424415081718,0.987585462534307,0.9974905738890849,0.9767509281506694,0.9961553471797443,0.9329110177105456,1.1148930086461584
2022-08-16,0.9496174318919981,0.9990561280561534,0.9993054608005107,1.0086562906006007,0.9868680535455371,1.0082395599215939,0.9408395129439805,1.1268165579862266,0.9489048625333991,0.9969335786023636,0.9972256876692159,1.0065205448436367,0.9847468880505815,1.0060305034507437,0.9391253064227567,1.1243696065321886,0.9477172469357363,0.9934040612756195,0.9937671032663307,1.0029690522202102,0.9812197807199876,1.0023574573005822,0.9362737016177481,1.1203008178871527
2022-08-17,0.9378395575983302,0.9863668366450065,0.9876214242738808,0.995955004678171,0.9754086196188785,0.9957218703297881,0.9296148926803074,1.1113486753372834,0.9371358260643637,0.9842712462857033,0.9855659681769527,0.9938461528371718,0.9733120849301888,0.9935402401614677,0.9279211373805614,1.1089353133416808,0.9359629401744218,0.9807865583460597,0.9821478220865544,0.9903393816155567,0.9698259340914602,0.9899127963199159,0.9251035534480161,1.1049223772174823
2022-08-18,0.9429356435603562,0.9917966597455676,0.9919361828171135,1.0007401917896799,0.9798404214735204,1.0008432684066353,0.9326251027894886,1.1175177239972172,0.9422280880499301,0.9896895334297424,0.989871746764368,0.9986212077131859,0.977734361108991,0.9986504172368673,0.9309258628967505,1.1150909655330576,0.9410488288658886,0.9861856627293145,0.9864386673455878,0.9950975877821673,0.9742323708267289,0.9950043159926134,0.9280991552725518,1.1110557537731665
2022-08-19,0.9286285188927851,0.9775037572993343,0.9768106489481159,0.9859592095737758,0.9650170768448522,0.9845002493841986,0.9211646832939889,1.098751383555474,0.9279316990937154,0.9754269970374557,0.974777692438084,0.9838715229970798,0.9629428776465985,0.9823432058273828,0.9194863242481591,1.0963653773536994,0.9267703327619344,0.9719736210443989,0.9713969623134653,0.9803999471070254,0.9594938666124899,0.9787566426785266,0.9166943521839058,1.0923979284185175
2022-08-22,0.9133431551994312,0.9602584853796619,0.9604286116470288,0.9684293242031955,0.9485759832556716,0.966834312812694,0.9029889102065614,1.0775448273431802,0.9126578051580104,0.9582183636423524,0.9584297497380485,0.9663787556999693,0.9465371223990487,0.9647159753858976,0.9013436673599623,1.075204872482408,0.9115155550889774,0.9548259126407305,0.9551057176511365,0.962968902776562,0.9431468725149369,0.9611937697596901,0.898606784523104,1.0713139976750246
2022-08-23,0.9140484911858383,0.9600656503941654,0.9594600297611234,0.96806514123151,0.9468817621850899,0.9667369090506744,0.900935950464752,1.0798989288338154,0.9133626118777944,0.9577891059656921,0.9571772884449503,0.9657353136478022,0.9445399939178881,0.9643392366566368,0.8991945833227738,1.0771964784591521,0.9122194796977229,0.9540048515223769,0.953382760661864,0.9618626608912834,0.9406478122691703,0.96035419361414,0.8962982901551185,1.0727049129632527
2022-08-24,0.9187003935713385,0.9664291076055178,0.9655564754212306,0.9736340262395721,0.9516801746091771,0.9725730872820166,0.9027169954140895,1.0888167285911663,0.9180110235911695,0.9641374739036659,0.9632592294795822,0.9712907961054059,0.9493265392109391,0.9701609401707101,0.9009721857930411,1.0860919613953155,0.9168620736242226,0.9603281368618668,0.9594405911220918,0.9673958655527362,0.9454146335654923,0.9661518394748457,0.8980701669927086,1.0815633045748299
2022-08-25,0.9330713003989513,0.9832729248167786,0.9832854969131309,0.9907811585122404,0.9684201304343035,0.9891806638040997,0.917873266186716,1.1082476890246333,0.9323711468468756,0.9809413504106522,0.9809460701941708,0.9883966606368357,0.9660250948328817,0.9867273270708949,0.9160991618839482,1.1054742957908255,0.9312042242600842,0.9770656207319559,0.9770573160814314,0.9844331346082689,0.9620443791717972,0.9826497673075714,0.9131484193053458,1.1008648208223586
2022-08-26,0.905415827324545,0.9521318877175561,0.9526020996477166,0.9600511867438926,0.9380156350240427,0.9582259060682777,0.8905358524505431,1.073810089694007,0.9047364257532655,0.9498741561309035,0.9503356746760786,0.9577406462219996,0.9356957939034689,0.9558493424130349,0.8888145870582465,1.0711228766579275,0.9036040898011345,0.9461211738997009,0.9465682690299679,0.9539000525301193,0.9318400566967179,0.9518993830762518,0.8859517277132797,1.0666566361429684
2022-08-29,0.9021055307597916,0.9483171139795677,0.9495230939057784,0.9567337351833949,0.93481643807361,0.9549853713458886,0.8865818146093652,1.0702015881472686,0.9014286131529179,0.9460684281304599,0.9472639944853899,0.9544311787214831,0.932504509005204,0.9526168447693721,0.8848681917487837,1.0675234053973544,0.9003004171414631,0.9423304824485413,0.9435087658685141,0.9506038561798418,0.928661922179164,0.9486802434312633,0.8820180436878746,1.0630721735286737
2022-08-30,0.8889168159444486,0.9341047842912051,0.9333801577772609,0.9422850293608506,0.9205979137163,0.9384435117382837,0.8758415697977593,1.0531359189939093,0.8882497948219286,0.9318897992624051,0.9311594655297842,0.9400172463784707,0.9183211490057642,0.9361160117945108,0.8741487061369878,1.0505004431332843,0.8871380929510633,0.9282078737825956,0.9274680799264162,0.9362477245137143,0.9145370077869642,0.9322475986283049,0.8713330853892032,1.0461201915838605
2022-08-31,0.8835161665692873,0.9281014870256674,0.9275674572326418,0.9359272133659682,0.9143914527599138,0.9327156486565248,0.868601953451303,1.04802541478553,0.8828531979600553,0.9259007372451932,0.925360594526032,0.933674731642198,0.9121300374772578,0.9304023547899786,0.8669230828274613,1.045402727977328,0.8817482502780034,0.9222424747350382,0.921692197325544,0.9299306436171589,0.9083714080746134,0.9265575527848949,0.864130735711226,1.0410437322730173
2022-09-01,0.8780389403656036,0.9228062030641114,0.921620413526083,0.9307352731939744,0.9087530230433871,0.9264316138884076,0.8646547435746585,1.0417064657700505,0.8773800817310117,0.9206180096637085,0.9194276999887528,0.9284952868332852,0.9065055523695664,0.9241339054997153,0.8629835022851532,1.0390995921511004,0.8762819840066932,0.9169806193739605,0.9157828224992186,0.9247719686723413,0.9027700998761694,0.9203150072837568,0.8602038445027058,1.034766878511352
2022-09-02,0.873117092354206,0.9173623368218676,0.9172506972784913,0.9252453167600483,0.9030872673988567,0.9219076518634538,0.8583101443116962,1.0371577235365645,0.8724619269522389,0.915187052125529,0.9150683801427921,0.923018542993624,0.9008538089146334,0.9196211636720638,0.8566511661322153,1.0345622331589759,0.8713699846156285,0.911571119717341,0.9114407842587353,0.9193171868825583,0.8971416456544083,0.9158209139459098,0.8538919047158885,1.0302484388579918
2022-09-06,0.8657554035041232,0.90815440682497,0.9070916681525079,0.9158734773265913,0.89374319113476,0.9112500816920099,0.8528708954230838,1.0314988174004458,0.8651057621308079,0.9060009563247862,0.9049335213155172,0.913669258622933,0.8915328418307484,0.908990026092102,0.8512224304541001,1.028917488452783,0.8640230265086174,0.9024213184658201,0.9013461029449283,0.9100053936664083,0.887859087634476,0.9052337085624578,0.8484806549194113,1.0246272309355358
2022-09-07,0.8840162275319969,0.9300030450908061,0.9280867481094893,0.9378805906406162,0.9146819287676108,0.9321407091954691,0.8731157201985218,1.0546896220525004,0.8833528836894261,0.9277977862630424,0.9258786499092657,0.935623407753606,0.9124197950980087,0.9298288412768317,0.8714281251752419,1.0520502580452156,0.8822473106184764,0.9241320284534209,0.9222081989873108,0.9318715054280978,0.9086599716863215,0.9259864092634985,0.8686212673806575,1.0476635442622788
2022-09-08,0.8885532422298467,0.9366210711051661,0.9359219358994,0.9426375389657371,0.9196791005975437,0.939005425347438,0.8776918767793321,1.0627720074253177,0.8878864939240207,0.9344001193607313,0.933695196269275,0.9403689076038773,0.9174046082376759,0.9366765317620899,0.8759954367669026,1.0601124172238996,0.8867752467476461,0.9307082755284086,0.929993758295403,0.9365979755578893,0.9136242438236495,0.9328058022987638,0.8731738677256061,1.0556920868104653
2022-09-09,0.9059828571727949,0.9551843842119508,0.9553458569340323,0.9613459333296293,0.9383788289701597,0.9585644738778295,0.8915061469667204,1.08485283379169,0.9053030301163865,0.9529194144287393,0.9530729040321789,0.9590322767609115,0.9360580896212198,0.9561870705166821,0.88978300614811,1.0821379862547071,0.9041699850223743,0.9491544002876172,0.9492946472167334,0.9551865035581485,0.9322008594964843,0.9522357155496287,0.886917027538809,1.0776258162485295
2022-09-12,0.9154746452791188,0.9661513377699653,0.9668811758771498,0.9729938638016312,0.9488895559420145,0.9702257773847114,0.9000926047238164,1.0967371186449457,0.9147876958204294,0.9638603627265826,0.9645807782164426,0.9706521743366228,0.9465428221258974,0.9678194520022414,0.8983528676361855,1.093992530648743,0.9136427800559492,0.9600521205596328,0.9607569008572968,0.9667598046930533,0.9426423873897011,0.9638200272904918,0.895459285622976,1.0894309309761725
2022-09-13,0.8824808178596323,0.929759068365627,0.9305572868222427,0.9360570262637128,0.9127913941183395,0.9336736617775984,0.8665500043765871,1.057014358129653,0.8818186261503822,0.9275543880648153,0.9283433107317289,0.933804232121225,0.9105339359998216,0.9313579918751399,0.8648750998467768,1.0543691764632197,0.8807149733016343,0.9238895919290189,0.924663089180989,0.9300596247920039,0.9067818836790583,0.9275092407878531,0.8620893492550585,1.0499727935306316
2022-09-14,0.8810228114699579,0.9276908687835449,0.9293361068171885,0.9353753257890194,0.9110252173309729,0.9326707877999512,0.8635444516716754,1.0582132874126835,0.8803617138125259,0.9254910926767678,0.9271250361505231,0.9331241722846478,0.9087721272095165,0.9303576051959793,0.8618753564013591,1.05556510542205,0.879259884383475,0.9218344486849991,0.9234496441927976,0.9293822920335024,0.905027334803512,0.9265129881144699,0.8590992679412939,1.0511637358474197
2022-09-15,0.8741862581873803,0.9210053712253813,0.9219391523707953,0.9271411822486945,0.9035196908382992,0.9247579693646094,0.8563648918456408,1.0505372250246607,0.8735302905099003,0.9188214480263833,0.9197456804919949,0.9249098457317666,0.9012851629116924,0.9224644118997462,0.8547096735324695,1.0479082524036476,0.8724370110474359,0.9151911560073468,0.9160995424357207,0.9212009053906757,0.8975712221638837,0.9186524127122646,0.8519566656366332,1.0435388094621918
2022-09-16,0.8625347306977005,0.908065790923547,0.9082531927531189,0.914711743179473,0.8909519271475416,0.9113973195063325,0.8473336697137775,1.037422444645357,0.8618875060373463,0.9059125505527815,0.9060922824240462,0.9125103204036356,0.8887484810216157,0.9091368987315364,0.8456959073290374,1.0348262918023836,0.8608087982700916,0.9023332619877605,0.902500270389072,0.908851102854352,0.8850862003871983,0.9053799742642424,0.8429719326479846,1.0305113964611385
2022-09-19,0.8692796126354791,0.9170519883834374,0.9166037469454565,0.9232668329399375,0.8995531864101338,0.9201223176880735,0.8560410843800431,1.0469889979796072,0.8686273267830755,0.9148774395971984,0.9144229690299535,0.9210448207602924,0.8973284681921649,0.9178402574298952,0.8543864919356483,1.0443689048076343,0.8675401836957386,0.9112627304777058,0.9107979317423328,0.917351379386049,0.893630831862037,0.9140473671346966,0.851634525003212,1.0400142198159659
2022-09-20,0.8532145481366509,0.8993134628402458,0.8978411211522275,0.9044869429643134,0.8811117998670036,0.9014945843747874,0.8404077252098356,1.0270344325413283,0.8525743171100343,0.8971809763249339,0.8957049831589406,0.9023101280589225,0.8789326897233841,0.8992587240718508,0.8387833495838104,1.0244642757304399,0.851507265399009,0.893636186480313,0.8921541493843874,0.8986918138528662,0.8753108571832822,0.8955426202511756,0.836081640154506,1.0201925866888693
2022-09-21,0.8419561011074528,0.8865871973573429,0.885218742727573,0.8924003408983444,0.8692800577972555,0.8885981009512502,0.8291142547997874,1.0130787960320198,0.8413243181401378,0.8842373896496322,0.882873266383121,0.8899959229591051,0.866902898993678,0.8861849159062092,0.827417706089146,1.0102609524095256,0.8402713465279484,0.880332873104963,0.8789759337383626,0.8860008855286989,0.8629533486495606,0.882175429618077,0.8245964405642964,1.0055794326299452
2022-09-22,0.8281880219716414,0.8727481267493641,0.8710741381856573,0.8781579871451966,0.8557068970008727,0.8739539771560524,0.8169182521902009,0.9956611500550119,0.8275665702292907,0.870434998067562,0.8687661393976028,0.875791942757929,0.8533668557618707,0.8715805614741267,0.8152466591625458,0.9928917530122185,0.8265308173253753,0.8665914285795532,0.8649310808850647,0.871860664532594,0.8494789747053589,0.8676371516422638,0.8124668935413635,0.988290721595907
2022-09-23,0.8103207677869447,0.8538010328422,0.8518227006939334,0.8580327847564476,0.8364861623852144,0.8545222333648996,0.8018022726682396,0.9733359868221766,0.8097127231888046,0.8515381214739735,0.8495657105312662,0.8557209642364699,0.8341986827321973,0.8522015888890633,0.8001616102335873,0.9706286864485497,0.8086993155252402,0.8477779946996136,0.8458154098894932,0.8518797811547076,0.8303981305616235,0.8483458579642358,0.7974332804569255,0.9661308214331799
2022-09-26,0.7985595547436233,0.8416971528912542,0.8393614347981387,0.8460515383474747,0.8240393677960424,0.8424040747197882,0.7904085384975184,0.9602496790729473,0.7979603354679269,0.8394663216054908,0.83713746201634,0.8437719992178998,0.8217859255134544,0.8401163397889807,0.78879119012954,0.9575787778115885,0.796961636675102,0.8357595001345055,0.8334420243095982,0.8399844529689279,0.8180419250162014,0.8363152877914128,0.7861016303405236,0.9531413856921174
2022-09-27,0.7970004127710592,0.8406200624667335,0.8383155175759627,0.8450741280190891,0.8220372656893757,0.8407625227745371,0.786265119986714,0.9607357015466428,0.7964023634368129,0.8383920858977865,0.8360943160573382,0.8427972223521205,0.8197892984140721,0.8384792458417838,0.7846562499572656,0.9580634484305879,0.7954056145464049,0.8346900079166634,0.8324034831868216,0.8390140517075357,0.8160543944133893,0.8346856007698089,0.7819807891705662,0.9536238103616083
2022-09-28,0.8185911857935377,0.864502339386605,0.8621293345493563,0.86945783242237,0.8448206285716533,0.8644358967144312,0.8038125041304236,0.9897382973058615,0.8179769352789344,0.862211065311726,0.8598450359207337,0.8671152290930346,0.8425103572423628,0.862088329489029,0.8021677283234881,0.9869853744730818,0.8169531844212646,0.8584038101459606,0.856049358493943,0.8632228991313601,0.8386719376509281,0.8581878666463384,0.7994325582390058,0.9824117130426047
2022-09-29,0.8004416327228869,0.8464057329119431,0.8434951155042304,0.8502294418078157,0.8262001808039129,0.8464642874353745,0.78621567006528,0.9682598671677062,0.7998410011825738,0.8441624220216265,0.8412601901184664,0.8479386460419891,0.823940829498544,0.844165526097247,0.7846069012211627,0.9655666858452838,0.7988399486153875,0.8404348640357813,0.837546553148671,0.8441323964376509,0.8201870114060498,0.8403461538183364,0.7819316087000043,0.9610922779930278
2022-09-30,0.7921169944048981,0.8374385136609234,0.8352400448383565,0.8411419769438584,0.8183199438747945,0.8379057416091595,0.7782058636771578,0.9593359559860092,0.7915226094666246,0.8352189694581651,0.8330269920949508,0.8388756657759636,0.8160821420970171,0.8356302228986868,0.7766134846449653,0.9566675962138054,0.7905319679028374,0.8315309029696364,0.8293496995390703,0.8351100983191048,0.8123641276470843,0.831849468046597,0.7739654474634572,0.9522344264832748
2022-10-03,0.8143747981539861,0.8637070045704416,0.8605850847919012,0.8673490754747645,0.8433194449817502,0.8632814468519547,0.800757566542975,0.9907092383038836,0.8137637115120487,0.8614178384482679,0.8583048778087682,0.8650121538252784,0.8410132788332405,0.8609370147909654,0.799119041805051,0.9879536148323087,0.8127452337754889,0.8576140859249471,0.8545159992156454,0.8611292642039435,0.8371816798286937,0.8570417609970999,0.7963942668983698,0.9833754666042548
