seed,val_roc_auc,val_pr_auc,val_accuracy,val_mcc,val_precision,val_recall,val_f1,test_roc_auc,test_pr_auc,test_accuracy,test_mcc,test_precision,test_recall,test_f1
42,0.681985242697895,0.23552052779467683,0.8143350213340339,0.1848268818736693,0.2792147499668391,0.304256703042567,0.2911983399619575,0.5839991139472668,0.1577034481734433,0.6100757500578876,0.08267043019050221,0.16585898573476213,0.4915297092288243,0.2480256191071588
43,0.6267054823812961,0.18298254193005192,0.642965204236006,0.12068941014555327,0.17858489380419756,0.5134783551347836,0.2650031703405319,0.588577139993445,0.16479848287960214,0.42343951572888755,0.08373516182041692,0.15198504116778067,0.7439696586599241,0.25240619692212674
44,0.6704768334227383,0.23238549545056603,0.7191154755541866,0.1698127459748476,0.21674860593262282,0.4747416347474164,0.29761689017760057,0.585744339337412,0.1631518813132157,0.46641526909463793,0.07716678392240892,0.1529568697198755,0.6784323640960809,0.24963251028040861
45,0.683341039513576,0.2605931872270605,0.7751275059563173,0.19700205389271355,0.25466726217061186,0.4120835441208354,0.3147928340740332,0.6034401830688102,0.17446219877002975,0.6279911349277232,0.06366739387455568,0.15979843225083987,0.43297092288242733,0.23344011996455594
46,0.6438443807941144,0.22376436092236288,0.8161287108083379,0.1716593956336618,0.27307854433047635,0.2809134928091349,0.2769406148694382,0.5963244423343064,0.15836383075939145,0.6639079090999306,0.06643431691289005,0.16456572033989925,0.38487989886219975,0.23055252635405307
