fusion,seed,minutes,n_params,val_roc_auc,val_pr_auc,val_accuracy,val_mcc,val_precision,val_recall,val_f1,test_roc_auc,test_pr_auc,test_accuracy,test_mcc,test_precision,test_recall,test_f1,threshold
static_context,42,60.6,113153,0.6241040349721148,0.18859635817733944,0.6216039932238397,0.13117741751988277,0.17907842146368355,0.5637836274226208,0.27181757958230185,0.6174743169717215,0.18733722242756684,0.6055373623102114,0.10247342434123041,0.17278741812092657,0.5325877947576156,0.26092345832042146,0.4577294002587978
static_context,43,93.9,113153,0.6191500235423755,0.19304752500294758,0.7834708797231558,0.145506315565168,0.23167483486043042,0.31450679780156204,0.26680981595092024,0.5859679735248428,0.1709816616732128,0.7502431279150541,0.06659341237462336,0.17789873236410514,0.2513915595587491,0.20835430296930046,0.5703631371120143
static_context,44,112.0,113153,0.6409623921804785,0.2018681053987877,0.7749825613523331,0.16127634926887352,0.23590924353624024,0.35565519236332077,0.28366258111031,0.5912939301333244,0.1670546133639032,0.7753431907644471,0.06045766611786884,0.17989537295932173,0.20185203926728065,0.1902422739412438,0.5580805364019393
static_context,45,97.1,113153,0.6274619914982982,0.1937742062000113,0.7957096397220688,0.14766880014285724,0.2405876405162672,0.2925224182817472,0.2640253255442055,0.5965119938262871,0.17691167163611554,0.7795441765075585,0.07918977680463539,0.19502541267485268,0.21941099079040582,0.20650077390165497,0.5592170261156848
static_context,46,104.0,113153,0.6396594531152209,0.20751762456209982,0.7454953934793046,0.16239188408887334,0.22277497085114653,0.4145212612091409,0.289802315587239,0.5963911635506741,0.17520500056062083,0.7211868611689987,0.06812962120659703,0.1731791367326675,0.30007084303208176,0.21961336197318718,0.5206182756446873
