seed,base_pr,base_mcc,fund_shuf_pr,fund_shuf_mcc,tech_shuf_pr,tech_shuf_mcc
42,0.18359697651079931,0.1084144830241308,0.1708891839571884,0.08296100636334115,0.13737008845966914,0.015983252690064634
43,0.20370901473959538,0.11818170918433385,0.1688354685410381,0.09214266495162768,0.15682661379236676,0.031739610432065093
44,0.2038828182873896,0.12564532876639897,0.1693025683079538,0.1001073705244632,0.15337053952941493,0.03192907118317576
45,0.17380626056307083,0.1159155043286892,0.1641013892886575,0.0807392927352602,0.13794643703129228,0.027968506007408817
46,0.1850058470721635,0.10905591744165154,0.1665228273388457,0.09072103515264858,0.14378157793832777,0.02537124173681528
