year,strat_return,strat_sharpe,strat_maxdd,bench_return,bench_sharpe,bench_maxdd,avg_flag_rate,ablation,seed
2024,0.1707066899084928,1.2165332805342666,-0.07235705637990156,0.24850459019718296,1.552493814857697,-0.06071139961174572,0.39379011792804897,macro_only,43
2022,0.05451665045910281,0.3696160775614271,-0.16652822439598935,-0.07369106635465661,-0.23387854639882114,-0.20961300563340787,0.08977086132258545,macro_only,44
2023,0.46740390252980313,1.1944704166749074,-0.1360731773626151,0.5590307865697157,1.3580682551911365,-0.13513818398402086,0.129939393939394,macro_only,44
2024,0.28466904631404066,1.87966950417585,-0.05889291045552012,0.24850459019718296,1.552493814857697,-0.06071139961174572,0.28252351097178674,macro_only,44
2022,-0.07415422082147838,-0.23617561488162053,-0.209613005633408,-0.07369106635465661,-0.23387854639882114,-0.20961300563340787,0.0,macro_only,45
2023,0.5094359327495457,1.2749328497732095,-0.13513818398402086,0.5590307865697157,1.3580682551911365,-0.13513818398402086,0.02521212121212122,macro_only,45
2024,0.2601031644361138,1.6242104641567467,-0.06071139961174572,0.24850459019718296,1.552493814857697,-0.06071139961174572,0.05276907001044932,macro_only,45
2022,-0.07415422082147838,-0.23617561488162053,-0.209613005633408,-0.07369106635465661,-0.23387854639882114,-0.20961300563340787,0.0,macro_only,46
2023,0.49627726170377606,1.2480002110906379,-0.1349577481872208,0.5590307865697157,1.3580682551911365,-0.13513818398402086,0.06845021645021641,macro_only,46
2024,0.20060645218697393,1.3843233396831827,-0.05813973040096364,0.24850459019718296,1.552493814857697,-0.06071139961174572,0.2717010001492759,macro_only,46
