seed,gated,cross_attn,xgboost
42,0.18359697651079931,0.1921114904917313,0.18925862016294676
43,0.20370901473959538,0.16188818854361886,0.18927578629513903
44,0.2038828182873896,0.1769196599168368,0.2001555072272549
45,0.17380626056307083,0.1784600972141546,0.1964736033064921
46,0.1850058470721635,0.18327219255437088,0.1911483186599755
