year,universe_return,mean_vix,mean_vol20d,crisis_rate,n_rows
2022,-0.1279311267333496,25.6297516165637,0.43371796472085405,0.15304670473171347,55519
2023,0.5978439742827049,16.9048192317821,0.4612570955918834,0.12627440653098077,53162
2024,0.2787806435141298,15.566962597879195,0.43034504236644916,0.11764705882352941,46869
