strategy,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,n_days,cost_bps,turnover,avg_invested,grp
equal_weight_rebal,0.5339973714068527,0.15847091262922564,0.2471304382527069,0.7106374970870678,1.551554234600616,-0.2236063462425754,0.7087048972094525,733,25,0.10949938521546118,1.0,equal_weight_rebal
multi_pure_seed43,0.23878789678062384,0.07639498955484947,0.19039287156038398,0.48167117952974975,0.7687815243635515,-0.23075479354950088,0.33106566663136916,733,25,0.40369415854736784,0.9727148703956344,multi_pure
multi_pure_seed44,0.1523842732484506,0.04996955346833043,0.1867012998704944,0.3543684936982125,0.5555575128599369,-0.228715536421288,0.21847905153363884,733,25,0.3957499711905517,0.9727148703956344,multi_pure
multi_pure_seed45,0.165029113327821,0.053916237487525276,0.18660382385918642,0.3745584654668144,0.5904719487448117,-0.2258716981016399,0.23870293596174025,733,25,0.39834700344723745,0.9727148703956344,multi_pure
multi_pure_seed46,0.24685720074181616,0.07880035743611025,0.1891223763933092,0.495431563478231,0.7880235980195069,-0.2300328159257399,0.3425613737717704,733,25,0.3875506594955306,0.9727148703956344,multi_pure
multi_pure_seed47,0.14944591806296326,0.049048374674171,0.18752911781507853,0.34895317670317627,0.5490685776218519,-0.2344350463782136,0.2092194636933309,733,25,0.3958833281945819,0.9727148703956344,multi_pure
multi_pure_seed48,0.1806348840906986,0.05874851898027078,0.18713799147987592,0.3984783616078411,0.6267427173846136,-0.2405073899434435,0.24426908043900764,733,25,0.40531277190705817,0.9727148703956344,multi_pure
multi_pure_seed49,0.2126962342915646,0.06854626487169124,0.1879035596140503,0.44664184085986675,0.702489219443845,-0.22609443486783967,0.30317537409427614,733,25,0.3954583524187984,0.9727148703956344,multi_pure
multi_pure_seed50,0.1875669124073065,0.060881560729059814,0.18801312799633418,0.40819312697362015,0.6427353025724363,-0.22799005628239566,0.2670360353508137,733,25,0.4140824903965252,0.9727148703956344,multi_pure
multi_pure_seed51,0.17822550864755993,0.05800521018064164,0.18866494461320274,0.3930299805157356,0.6210266644498724,-0.23342406058473958,0.2484971345084801,733,25,0.3944366515910983,0.9727148703956344,multi_pure
multi_pure_seed52,0.2204077671279232,0.07087743887313525,0.1877253292617762,0.4585011714948618,0.7187906705834338,-0.22833904664371224,0.31040437417490196,733,25,0.3848451681101276,0.9727148703956344,multi_pure
naive_vol,0.0014510377173202471,0.0004986187667150865,0.17211371289046803,0.088814650945596,0.14218289290866803,-0.23239920055458776,0.002145527030752272,733,25,0.2790365159374448,1.0,naive_vol
inv_vol,0.7161816571562534,0.2040405663076854,0.30996224822214385,0.7399063669514421,1.7343017641481184,-0.25342434443029327,0.8051340401664082,733,25,0.34995506083373606,1.0,inv_vol
oracle,1.877933749491386,0.4382308307717089,0.2922361981851843,1.3754627808741993,3.450714779965024,-0.15412608649624185,2.8433267899940775,733,25,0.3880502494083582,1.0,oracle
buy_hold_true,0.11299145964930113,0.03748911585727188,0.17785043049119276,0.295750382600725,0.4683639720395768,-0.2160774872503902,0.1734984811898963,733,50,0.9950248756218754,1.0,buy_hold_true
equal_weight_rebal,0.5185494213703645,0.1544468146507032,0.24715594089681878,0.6965059565835622,1.5195196418022272,-0.22491199373654633,0.6866988820152319,733,50,0.1093889195642394,1.0,equal_weight_rebal
multi_pure_seed43,0.19457776726998133,0.06303056390683426,0.19054212613419694,0.4158596597152111,0.665010378159123,-0.23552595029515233,0.26761621735459173,733,50,0.4034116225111714,0.9727148703956344,multi_pure
multi_pure_seed44,0.11204784280715518,0.037186630179634195,0.1868762720149505,0.28865480047711,0.45331085701824386,-0.2327056611441341,0.1598011410500297,733,50,0.3955009980946107,0.9727148703956344,multi_pure
multi_pure_seed45,0.12398782880123771,0.041001767828380054,0.18677306264472288,0.3083646932380132,0.4870711066375097,-0.23074458012167104,0.17769330836182554,733,50,0.39809375277930104,0.9727148703956344,multi_pure
multi_pure_seed46,0.2041055181429896,0.06593783331862069,0.18929187856997964,0.4317757036075552,0.6879706892838297,-0.23429922918615542,0.2814257372832915,733,50,0.38729824367886145,0.9727148703956344,multi_pure
multi_pure_seed47,0.10919953295552598,0.03627255362245507,0.18770244511516052,0.28351477866952457,0.447199433478541,-0.2391109856747954,0.1516975622014616,733,50,0.3956312951622494,0.9727148703956344,multi_pure
multi_pure_seed48,0.13832743030197325,0.045548658767907924,0.18732849623439227,0.33127994262685134,0.522263212993163,-0.24535246337721872,0.1856458180241657,733,50,0.40506166806363286,0.9727148703956344,multi_pure
multi_pure_seed49,0.1702817723611405,0.05554742454562245,0.18803020806020113,0.3813611148703231,0.6012388403377802,-0.23004883242787635,0.2414592760997271,733,50,0.39519963780916734,0.9727148703956344,multi_pure
multi_pure_seed50,0.14411112183393704,0.04737195052390808,0.18817709236764704,0.33988234182185334,0.5359446622474123,-0.23234057905202182,0.20389012852249688,733,50,0.4138000243049948,0.9727148703956344,multi_pure
multi_pure_seed51,0.13712233123814577,0.045167989973001976,0.18879586170558157,0.3282174863547996,0.5195517946721167,-0.23827836890219659,0.18955975811443282,733,50,0.3941744797136886,0.9727148703956344,multi_pure
multi_pure_seed52,0.1788509323425116,0.05819825344811935,0.18784996320603192,0.39490317518303375,0.6197411573517563,-0.2328994657793071,0.24988573182588303,733,50,0.38459283639076963,0.9727148703956344,multi_pure
naive_vol,-0.02407193843352684,-0.008342000531321059,0.17220301327284593,0.03731935400205659,0.05980968114667861,-0.2364647125022098,-0.03527799324917498,733,50,0.27889039729696974,1.0,naive_vol
inv_vol,0.6615234791734133,0.1907168633242169,0.31002922385585274,0.7039073604310706,1.6459987173815913,-0.2586614618217432,0.7373222975738442,733,50,0.3496693532949895,1.0,inv_vol
oracle,1.7764799486950134,0.4205945889834293,0.2922118968924081,1.3332841178160337,3.3404751508375568,-0.15602783866093192,2.6956381155636855,733,50,0.387681652760161,1.0,oracle
