baseline,n_test,val_mcc,test_mcc,test_pr_auc,test_roc_auc,test_precision,test_recall,threshold,coverage
Naive volatility (Vol_20d),155550,0.060045875357322684,0.03223277003441904,0.12028018041495601,0.40674240703494613,0.2695390781563126,0.012980119668017757,1.770883981924531,0.9923170808797429
Altman Z (1968),143893,0.029553279984055734,0.012874260018942416,0.14325694185678392,0.5223671006893077,0.1830708661417323,0.00983138643691527,5.26414513218301,0.8075594089014885
"GARCH(1,1)",153512,0.03834440249672936,-0.004497051947488139,0.12030342202081497,0.4483552030339425,0.12290634583628214,0.025723313913301075,8.455947672473645,0.9947872852551167
CHS (2008) logit,143310,0.1398534942274605,0.029410662560291706,0.1421081874982708,0.5314414744059553,0.1376948258171691,0.7482476635514018,0.10214450353856297,0.8261442930012497
