date,permno,ticker,prc,cfacpr,ret,retx,raw_close,adjusted_close,raw_price_return,adjusted_price_return,factor_changed,return_difference
2020-09-11,29938,BF,71.95,1.0,-0.010861,-0.010861,71.95,71.95,-0.010860599395105752,-0.010860599395105752,False,0.0
2020-09-14,29938,BF,72.2,1.0,0.003475,0.003475,72.2,72.2,0.0034746351633079264,0.0034746351633079264,False,0.0
2020-09-15,29938,BF,71.62,1.0,-0.008033,-0.008033,71.62,71.62,-0.008033240997229907,-0.008033240997229907,False,0.0
2020-09-16,29938,BF,70.33,1.0,-0.018012,-0.018012,70.33,70.33,-0.018011728567439378,-0.018011728567439378,False,0.0
2020-09-17,29938,BF,69.91,1.0,-0.005972,-0.005972,69.91,69.91,-0.005971847006967179,-0.005971847006967179,False,0.0
2020-09-18,29938,BF,68.08,1.0,-0.026177,-0.026177,68.08,68.08,-0.026176512659133122,-0.026176512659133122,False,0.0
2020-09-21,29938,BF,68.2,1.0,0.001763,0.001763,68.2,68.2,0.001762632197414904,0.001762632197414904,False,0.0
2020-09-22,29938,BF,68.52,1.0,0.004692,0.004692,68.52,68.52,0.004692082111436902,0.004692082111436902,False,0.0
2020-09-23,29938,BF,67.98,1.0,-0.007881,-0.007881,67.98,67.98,-0.00788091068301211,-0.00788091068301211,False,0.0
2020-09-24,29938,BF,67.57,1.0,-0.006031,-0.006031,67.57,67.57,-0.006031185642836334,-0.006031185642836334,False,0.0
2020-09-25,29938,BF,67.62,1.0,0.00074,0.00074,67.62,67.62,0.0007399733609592118,0.0007399733609592118,False,0.0
2020-09-28,29938,BF,68.56,1.0,0.013901,0.013901,68.56,68.56,0.013901212658976592,0.013901212658976592,False,0.0
2020-09-29,29938,BF,68.73,1.0,0.00248,0.00248,68.73,68.73,0.0024795799299883736,0.0024795799299883736,False,0.0
2020-09-30,29938,BF,68.68,1.0,-0.000728,-0.000728,68.68,68.68,-0.0007274843590862057,-0.0007274843590862057,False,0.0
2020-10-01,29938,BF,68.89,1.0,0.003058,0.003058,68.89,68.89,0.003057658707046995,0.003057658707046995,False,0.0
2020-10-02,29938,BF,69.13,1.0,0.003484,0.003484,69.13,69.13,0.0034838147771809602,0.0034838147771809602,False,0.0
2020-10-05,29938,BF,69.14,1.0,0.000145,0.000145,69.14,69.14,0.0001446549978303402,0.0001446549978303402,False,0.0
2020-10-06,29938,BF,68.86,1.0,-0.00405,-0.00405,68.86,68.86,-0.004049754122071203,-0.004049754122071203,False,0.0
2020-10-07,29938,BF,69.8,1.0,0.013651,0.013651,69.8,69.8,0.013650885855358563,0.013650885855358563,False,0.0
2020-10-08,29938,BF,70.15,1.0,0.005014,0.005014,70.15,70.15,0.005014326647564626,0.005014326647564626,False,0.0
2020-10-09,29938,BF,70.6,1.0,0.006415,0.006415,70.6,70.6,0.006414825374198019,0.006414825374198019,False,0.0
2020-10-12,29938,BF,71.46,1.0,0.012181,0.012181,71.46,71.46,0.01218130311614729,0.01218130311614729,False,0.0
2020-10-13,29938,BF,70.66,1.0,-0.011195,-0.011195,70.66,70.66,-0.011195074167366315,-0.011195074167366315,False,0.0
2020-10-14,29938,BF,69.71,1.0,-0.013445,-0.013445,69.71,69.71,-0.013444664590999245,-0.013444664590999245,False,0.0
2020-10-15,29938,BF,68.83,1.0,-0.012624,-0.012624,68.83,68.83,-0.012623726868454921,-0.012623726868454921,False,0.0
2020-10-16,29938,BF,68.66,1.0,-0.00247,-0.00247,68.66,68.66,-0.0024698532616591606,-0.0024698532616591606,False,0.0
2020-10-19,29938,BF,67.54,1.0,-0.016312,-0.016312,67.54,67.54,-0.016312263326536458,-0.016312263326536458,False,0.0
2020-10-20,29938,BF,67.56,1.0,0.000296,0.000296,67.56,67.56,0.00029612081729335493,0.00029612081729335493,False,0.0
2020-10-21,29938,BF,67.38,1.0,-0.002664,-0.002664,67.38,67.38,-0.002664298401421017,-0.002664298401421017,False,0.0
2020-10-22,29938,BF,67.74,1.0,0.005343,0.005343,67.74,67.74,0.00534283170080152,0.00534283170080152,False,0.0
2020-10-23,29938,BF,66.89,1.0,-0.012548,-0.012548,66.89,66.89,-0.012547977561263579,-0.012547977561263579,False,0.0
2020-10-26,29938,BF,65.67,1.0,-0.018239,-0.018239,65.67,65.67,-0.018238899686051746,-0.018238899686051746,False,0.0
2020-10-27,29938,BF,65.76,1.0,0.001371,0.001371,65.76,65.76,0.0013704888076748745,0.0013704888076748745,False,0.0
2020-10-28,29938,BF,63.34,1.0,-0.036801,-0.036801,63.34,63.34,-0.036800486618004835,-0.036800486618004835,False,0.0
2020-10-29,29938,BF,62.77,1.0,-0.008999,-0.008999,62.77,62.77,-0.008999052731291424,-0.008999052731291424,False,0.0
2020-10-30,29938,BF,62.75,1.0,-0.000319,-0.000319,62.75,62.75,-0.0003186235462800946,-0.0003186235462800946,False,0.0
2020-11-02,29938,BF,64.69,1.0,0.030916,0.030916,64.69,64.69,0.030916334661354572,0.030916334661354572,False,0.0
2020-11-03,29938,BF,67.4,1.0,0.041892,0.041892,67.4,67.4,0.041892100788375464,0.041892100788375464,False,0.0
