gvkey,lpermno,lpermco,liid,linktype,linkprim,linkdt,linkenddt,cik,conm,identity_status
025313,77649,11547.0,1,LC,P,1992-06-01,,1757898.0,STERIS PLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
025340,77661,11559.0,1,LU,P,1992-06-05,,882184.0,D R HORTON INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
010793,77730,4620.0,1,LC,P,1972-12-14,,100493.0,TYSON FOODS INC  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
025509,77763,11606.0,1,LC,P,1992-07-07,2019-09-26,886835.0,SUPERIOR ENERGY SERVICES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
025509,77763,11606.0,1,LC,P,2019-12-26,2021-02-04,886835.0,SUPERIOR ENERGY SERVICES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
025880,78034,11778.0,1,LU,P,1992-10-28,2025-04-30,891024.0,PATTERSON COS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
026013,78170,11857.0,1,LC,P,1992-12-16,,893538.0,SM ENERGY CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
026061,78840,11901.0,1,LC,P,1993-01-19,2020-06-30,891103.0,MATCH GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
036691,78840,11901.0,1,LC,P,2020-07-01,,1800227.0,PEOPLE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
027845,78916,11965.0,1,LC,P,1993-02-17,2020-05-29,1578845.0,ALLERGAN PLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
027981,78963,12036.0,1,LU,P,1993-03-24,2024-01-31,897429.0,CHICOS FAS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
027980,78977,12037.0,1,LC,P,1993-04-06,2016-04-15,895655.0,JARDEN CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028195,79094,12108.0,1,LU,P,1993-04-29,,898293.0,JABIL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028176,79133,29805.0,1,LU,P,1993-04-23,,896622.0,APTARGROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028648,79411,12305.0,1,LU,P,1993-07-23,2015-03-31,863157.0,PETSMART INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028564,79444,29930.0,1,LC,P,1993-07-09,2017-02-28,,STONE ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028564,79444,29930.0,3,LC,P,2017-03-01,2018-05-09,,STONE ENERGY CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
017228,79444,29930.0,1,LC,P,2018-05-10,,1724965.0,TALOS ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028742,79545,29936.0,1,LU,P,1993-08-13,,908255.0,BORGWARNER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028877,79588,12415.0,1,LC,P,1993-09-21,2016-03-02,1418135.0,KEURIG DR PEPPER INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
011032,79637,4655.0,1,LU,P,1981-07-09,,352915.0,UNIVERSAL HEALTH SVCS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
010484,79641,23504.0,4,LC,C,1993-09-02,2010-09-30,319687.0,UNITED AIRLINES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029133,79839,12539.0,1,LU,P,1993-11-05,,780571.0,ITRON INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029108,79857,12530.0,1,LU,P,1993-11-02,,889900.0,PATTERSON-UTI ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029353,80032,12651.0,1,LC,P,1993-12-09,2013-02-28,914024.0,SHAW GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029511,80079,30069.0,1,LC,P,1994-01-25,2015-12-08,912513.0,CYTEC INDUSTRIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029392,80080,30070.0,1,LU,P,1994-01-04,,915389.0,EASTMAN CHEMICAL CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
011094,80128,4761.0,1,LU,P,1972-12-14,,102729.0,VALMONT INDUSTRIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029609,80167,12569.0,1,LU,P,1994-01-20,,910406.0,HAIN CELESTIAL GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029751,80191,30249.0,1,LU,P,1994-03-11,,915913.0,ALBEMARLE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029733,80204,30260.0,1,LC,P,1994-02-17,,916076.0,MARTIN MARIETTA MATERIALS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029791,80266,12884.0,1,LC,P,1994-02-28,2016-08-16,918386.0,QLOGIC CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029968,80303,12961.0,1,LU,P,1994-03-30,2020-03-31,918160.0,AK STEEL HOLDING CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029901,80320,12926.0,1,LU,P,1994-03-17,,900075.0,COPART INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029830,80361,12895.0,1,LC,P,1994-03-03,2015-07-01,1732845.0,WESTROCK CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
030059,80432,13001.0,1,LU,P,1994-04-14,,919012.0,AMERN EAGLE OUTFITTERS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
030612,80795,13269.0,1,LU,P,1994-08-17,2025-08-29,896262.0,AMEDISYS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
030671,80864,30474.0,1,LU,P,1994-09-16,,861884.0,RELIANCE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
030662,80924,13304.0,1,LC,P,1994-09-13,,908937.0,SIRIUS XM HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
030651,80928,13300.0,1,LU,P,1994-09-12,,916540.0,DARLING INGREDIENTS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
031554,81293,30853.0,1,LC,P,1995-02-23,2009-12-31,933730.0,MARVEL ENTERTAINMENT INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
031587,81481,13603.0,1,LC,P,1995-03-07,,935703.0,DOLLAR TREE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
031607,81501,13617.0,1,LU,P,1995-03-14,2023-10-31,935494.0,NATIONAL INSTRUMENTS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
031846,81655,30886.0,1,LC,P,1995-05-30,,940944.0,DARDEN RESTAURANTS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
060887,81670,30905.0,1,LC,P,1995-06-29,2011-12-30,945235.0,M & F WORLDWIDE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
060900,81696,13790.0,1,LU,P,1995-06-21,2024-01-31,1001082.0,DISH NETWORK CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
031887,81736,13753.0,1,LU,P,1995-06-02,,943819.0,RESMED INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
060992,81776,30922.0,1,LC,P,1995-07-13,2017-12-29,945436.0,SUNEDISON INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
001072,81912,30930.0,1,LC,C,1995-08-15,2020-03-27,859163.0,AVX CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
020653,82196,13960.0,1,LC,P,1995-08-25,2020-07-29,945764.0,DENBURY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
061325,82272,13979.0,1,LC,P,1995-09-20,,893949.0,PEDIATRIX MEDICAL GROUP INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
015274,82540,14037.0,1,LC,P,1995-10-10,2019-05-31,837173.0,WALTER ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
061494,82581,14098.0,1,LU,P,1995-11-03,,1000228.0,HENRY SCHEIN INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
061581,82634,31190.0,1,LU,P,1995-11-21,,949870.0,BOSTON BEER INC  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
061685,82759,14205.0,1,LU,P,1995-12-11,2022-03-31,1002517.0,NUANCE COMMUNICATIONS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
011499,82924,4922.0,1,LU,P,1982-09-28,,107140.0,WILEY (JOHN) & SONS  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062263,83111,14394.0,1,LU,P,1996-02-28,2021-07-30,899866.0,ALEXION PHARMACEUTICALS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062374,83143,14330.0,1,LU,P,1996-02-01,,1020569.0,IRON MOUNTAIN INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
003707,83186,31782.0,1,LC,C,1995-11-01,2018-04-30,714603.0,DST SYSTEMS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062730,83405,14567.0,1,LC,P,1996-04-30,2016-09-26,1010552.0,POLYCOM INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062655,83421,14527.0,1,LC,P,1996-04-17,2021-06-03,931336.0,DEAN FOODS CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062897,83462,31647.0,1,LU,P,1996-05-31,2025-06-12,1008654.0,TUPPERWARE BRANDS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062826,83541,14603.0,1,LU,P,1996-05-09,2013-10-31,1012140.0,ONYX PHARMACEUTICALS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063080,83621,14744.0,1,LU,P,1996-06-20,2025-07-31,1013462.0,ANSYS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062984,83699,14691.0,1,LC,P,1996-06-05,2013-01-07,1011657.0,TITANIUM METALS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063447,83822,31710.0,1,LU,P,1996-08-08,,912463.0,GUESS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063527,83906,14927.0,1,LU,P,1996-08-23,2024-11-29,861878.0,STERICYCLE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063643,83976,22200.0,1,LU,P,1996-09-26,,1018840.0,ABERCROMBIE & FITCH  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063800,84020,31758.0,1,LC,P,1996-11-04,2010-02-25,1595262.0,IMS HEALTH HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063919,84168,31798.0,1,LC,P,1996-11-01,2016-12-05,1018003.0,INGRAM MICRO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
064030,84262,15171.0,1,LU,P,1996-11-22,,1022671.0,STEEL DYNAMICS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063927,84275,15108.0,1,LU,P,1996-11-01,,1020859.0,UNITED NATURAL FOODS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
162909,84553,15327.0,1,LC,P,2007-01-12,2015-03-02,1023734.0,BPZ RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
029942,84584,31929.0,1,LC,P,1997-02-14,2013-01-31,1029506.0,RALCORP HOLDINGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
064480,84624,15384.0,1,LC,P,1997-03-13,2020-06-30,1675820.0,TIVO CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
064690,84656,31946.0,1,LC,P,1997-04-28,,1034670.0,AUTOLIV INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
064741,84792,15465.0,1,LC,P,1997-05-09,2011-12-08,1034755.0,BRIGHAM EXPLORATION CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
064766,84827,15471.0,1,LU,P,1997-05-14,,917273.0,RAMBUS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
064891,85072,32009.0,1,LU,P,1997-06-12,,1037038.0,RALPH LAUREN CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
065006,85168,15563.0,1,LC,P,1997-07-01,,,HELIX ENERGY SOLUTIONS GROUP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
174876,85208,15564.0,1,LC,P,2006-06-21,2016-02-26,1014507.0,SIRONA DENTAL SYSTEMS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
065142,85231,32028.0,1,LC,P,1997-07-28,2011-01-13,1035884.0,COMMSCOPE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
001598,85257,32054.0,1,LC,P,1997-08-08,,1037868.0,AMETEK INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
065570,85411,32096.0,1,LC,P,2008-11-14,2010-07-30,849667.0,AMER ITALIAN PASTA CO  -CL A,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
024620,85426,32110.0,1,LC,P,1997-10-08,,1040829.0,RYMAN HOSPITALITY PPTYS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
065772,85621,32158.0,1,LU,P,1997-11-14,,1037646.0,METTLER-TOLEDO INTL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
066016,85645,32174.0,1,LC,P,1997-12-11,,1046257.0,INGREDION INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
066368,85753,15940.0,1,LU,P,1998-01-30,,1014473.0,VERISIGN INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
066446,85792,34660.0,1,LU,P,1998-02-12,,1050915.0,QUANTA SERVICES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
005250,85908,34684.0,1,LC,P,1998-04-08,2021-09-30,1045309.0,GRACE (W R) & CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
009555,85926,34702.0,1,LC,P,1998-04-08,,1012100.0,SEALED AIR CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
013440,85991,16033.0,3,LC,P,1998-04-01,2017-10-31,794323.0,LEVEL 3 COMMUNICATIONS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
110732,86097,16123.0,1,LC,P,1998-05-26,2016-05-31,1318220.0,WASTE CONNECTIONS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
112033,86176,16179.0,1,LC,P,1998-06-25,2011-02-28,1047699.0,KING PHARMACEUTICALS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
116787,86525,16349.0,1,LC,P,1998-12-16,2014-12-04,1066026.0,CONCUR TECHNOLOGIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
024283,86590,34987.0,1,LC,P,1999-02-05,2011-03-08,1259045.0,BIG HEART PET BRANDS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
118795,86759,35017.0,1,LC,P,1999-03-05,2015-01-07,1060990.0,QUICKSILVER RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
119217,86791,16444.0,1,LC,P,1999-04-05,2011-11-09,1079023.0,VARIAN SEMICONDUCTOR EQUIPMT,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
120134,86830,16496.0,1,LC,P,1999-04-29,2015-08-06,1080099.0,INFORMATICA CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
120774,86881,16546.0,1,LC,P,1999-05-25,2017-11-16,1009626.0,BROCADE COMMUNICATIONS SYS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
120297,86899,16517.0,1,LC,P,1999-05-12,2018-11-30,1301611.0,LIFEPOINT HEALTH INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
120359,86926,16525.0,1,LC,P,1999-05-12,2014-10-31,1057758.0,TW TELECOM INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
121077,86964,16561.0,1,LU,P,1999-06-04,,1048695.0,F5 INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
031392,86993,31507.0,1,LU,P,1999-06-09,2015-03-31,915862.0,PANTRY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
121382,86996,16584.0,1,LU,P,1999-06-16,,1034054.0,SBA COMMUNICATIONS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
121440,87006,16587.0,1,LU,P,1999-06-17,,1082554.0,UNITED THERAPEUTICS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
122257,87056,16668.0,1,LU,P,1999-07-23,,1048477.0,BIOMARIN PHARMACEUTICAL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
122172,87075,16665.0,1,LC,P,1999-07-23,,1084048.0,ZIFF DAVIS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
122255,87078,16666.0,1,LC,P,1999-07-23,2008-10-12,,ALLSCRIPTS HLTHCR SOLTNS-OLD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
181104,87078,16666.0,1,LC,P,2008-10-13,,1124804.0,VERADIGM INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
002328,87146,35233.0,1,LC,P,1999-09-27,2012-04-09,1035675.0,NSTAR,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
124394,87255,17161.0,1,LU,P,1999-09-30,2016-09-30,1088825.0,TIVO INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
125533,87292,36357.0,1,LC,P,1999-11-05,2010-11-16,1089976.0,PACTIV CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
125595,87299,17300.0,1,LC,P,1999-10-29,,1086222.0,AKAMAI TECHNOLOGIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
128978,87541,23511.0,1,LC,P,2000-01-28,,75677.0,PACKAGING CORP OF AMERICA,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
133366,87657,36952.0,1,LC,P,2000-04-03,,1099800.0,EDWARDS LIFESCIENCES CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
133367,87659,36954.0,1,LC,P,2000-04-04,,1096752.0,EDGEWELL PERSONAL CARE CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
133288,87812,18455.0,1,LC,P,2000-03-24,,1038074.0,SILICON LABORATORIES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
024316,88031,7902.0,1,LC,P,1990-11-08,,865752.0,MONSTER BEVERAGE CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
134932,88182,37176.0,1,LC,P,2000-04-28,,1097864.0,ON SEMICONDUCTOR CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
023714,88284,37664.0,1,LC,C,2000-06-09,,1108109.0,COMMUNITY HEALTH SYSTEMS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
136884,88335,37710.0,1,LC,P,2000-06-16,2015-06-30,1107332.0,DENDREON CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
063645,88436,37931.0,1,LC,P,2000-07-18,2024-05-02,1593034.0,ENDO INTERNATIONAL PLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
138205,88446,37938.0,1,LC,P,2000-07-28,,1110803.0,ILLUMINA INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
138741,88499,38401.0,1,LC,P,2000-08-11,2011-06-17,1114200.0,AMERICAN MEDICAL SYSTMS HLDS,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
028762,88568,38463.0,1,LC,P,2000-08-02,2025-09-30,877422.0,SPARTANNASH CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
004094,88590,39133.0,1,LC,P,2000-10-03,2019-02-28,1799208.0,DUN & BRADSTREET HOLDNGS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
062977,88811,40999.0,2,LC,P,2000-11-20,2015-03-31,1009356.0,SALIX PHARMACEUTICALS LTD,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
141384,88860,41154.0,1,LC,P,2001-01-26,,1097149.0,ALIGN TECHNOLOGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
140897,88868,41160.0,1,LC,P,2001-01-25,2012-10-31,917968.0,PEET'S COFFEE & TEA INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
141913,88873,41168.0,1,LC,P,2001-02-01,,1123360.0,GLOBAL PAYMENTS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
141982,88906,41266.0,1,LC,P,2001-02-06,2014-12-04,1123647.0,ATP OIL & GAS CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
142382,88922,41365.0,1,LC,P,2001-03-09,2010-03-09,1125057.0,ENCORE ACQUISITION CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
004809,88924,41367.0,1,LC,P,2001-03-28,,1128928.0,FLOWERS FOODS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
143640,88989,41578.0,1,LC,P,2001-05-15,2014-11-28,1135017.0,KINDER MORGAN MANAGEMENT LLC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
140977,88992,41582.0,1,LC,P,2001-05-01,2010-12-05,1126294.0,RRI ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
140033,88992,41582.0,5,LC,P,2010-12-06,2012-12-31,1010775.0,GENON ENERGY INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
145977,89217,42402.0,1,LC,P,2001-11-29,,1158449.0,ADVANCE AUTO PARTS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
146156,89230,42415.0,1,LC,P,2001-11-23,2017-10-02,1145460.0,ALERE INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
145049,89301,42775.0,1,LC,P,2005-10-01,,1326380.0,GAMESTOP CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
010884,89329,22568.0,4,LC,P,2002-03-20,2015-01-30,101063.0,CHIQUITA BRANDS INTL INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
147579,89393,43145.0,1,LC,P,2002-05-23,,1065280.0,NETFLIX INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
147638,89409,43163.0,1,LC,P,2002-05-09,2018-02-28,1168696.0,REGAL ENTERTAINMENT GROUP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
022221,89485,43452.0,1,LC,P,2002-08-06,2010-11-15,829608.0,PSYCHIATRIC SOLUTIONS INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
150699,89509,43520.0,1,LC,P,2002-10-01,2021-10-29,1168054.0,CIMAREX ENERGY CO,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
138743,89617,38419.0,1,LC,P,2002-12-31,,1101239.0,EQUINIX INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
149268,89636,43802.0,1,LC,P,2002-12-19,2013-05-30,1645676.0,FREEPORT MCMRN OIL&GAS -REDH,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
142945,89727,44027.0,1,LC,P,2003-04-15,2010-07-16,1123871.0,ARENA RESOURCES INC,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
155394,89866,44497.0,2,LC,P,2003-10-03,,1065696.0,LKQ CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
155393,89901,44613.0,1,LC,P,2003-11-20,2020-08-31,1255474.0,WHITING PETROLEUM CORP,CURRENT_COMPANY_CIK_CANDIDATE_NOT_HISTORICALLY_VERIFIED
