table_schema,table_name,column_name,data_type
form_metadata,comp_na_daily_all_aco_indsta_extra8_identifyinginformationcont,CIK,character varying
form_metadata,comp_na_daily_all_aco_indstq_extra8_identifyinginformationcont,CIK,character varying
form_metadata,comp_na_daily_all_aco_pnfnda_extra8_identifyinginformationcont,CIK,character varying
form_metadata,comp_na_daily_all_aco_pnfndq_extra8_identifyinginformationcont,CIK,character varying
form_metadata,comp_na_daily_all_adsprate_extra8_identifyinginformationcont,CIK,character varying
form_metadata,comp_na_daily_all_funda_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_all_funda_identifyinginformationcodes,CIK,character varying
form_metadata,comp_na_daily_all_fundq_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_all_idxcst_his_extra2_companyinformation,co_CIK,character varying
form_metadata,comp_na_daily_all_sec_shortint_extra1_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_all_secd_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_all_secm_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_all_wrds_seg_customer_extra1_identifyinginformati,CIK,character varying
form_metadata,comp_na_daily_all_wrds_segmerged_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_current_aco_indsta_extra8_identifyinginformationc,CIK,character varying
form_metadata,comp_na_daily_current_aco_indstq_extra8_identifyinginformationc,CIK,character varying
form_metadata,comp_na_daily_current_aco_pnfnda_extra8_identifyinginformationc,CIK,character varying
form_metadata,comp_na_daily_current_aco_pnfndq_extra8_identifyinginformationc,CIK,character varying
form_metadata,comp_na_daily_current_adsprate_extra8_identifyinginformationcon,CIK,character varying
form_metadata,comp_na_daily_current_funda_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_current_funda_identifyinginformationcodes,CIK,character varying
form_metadata,comp_na_daily_current_fundq_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_current_idxcst_his_extra2_companyinformation,co_CIK,character varying
form_metadata,comp_na_daily_current_sec_shortint_extra1_identifyinginformatio,CIK,character varying
form_metadata,comp_na_daily_current_secd_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_current_secm_identifyinginformation,CIK,character varying
form_metadata,comp_na_daily_current_wrds_segmerged_identifyinginformation,CIK,character varying
form_metadata,comp_ratings_eident_variables,cik,character varying
form_metadata,comp_ratings_erating_variables,cik,character varying
form_metadata,comp_ratings_imrating_companyinformation,cik,character varying
form_metadata,comp_ratings_irating_companyinformation,cik,character varying
form_metadata,comp_segments_hist_daily_wrds_seg_customer_extra1_identifyingin,CIK,character varying
form_metadata,comp_segments_hist_daily_wrds_segmerged_identifyinginformation,CIK,character varying
form_metadata,comp_snapshot_wrds_cs_names_identifyinginformation,CIK,character varying
form_metadata,comp_snapshot_wrds_csa_pit_extra9_identifyinginformation,CIK,character varying
form_metadata,comp_snapshot_wrds_csa_restated_extra9_identifyinginformation,CIK,character varying
form_metadata,comp_snapshot_wrds_csa_unrestated_extra9_identifyinginformation,CIK,character varying
form_metadata,comp_snapshot_wrds_csq_pit_extra9_identifyinginformation,CIK,character varying
form_metadata,comp_snapshot_wrds_csq_restated_extra9_identifyinginformation,CIK,character varying
form_metadata,comp_snapshot_wrds_csq_unrestated_extra9_identifyinginformation,CIK,character varying
form_metadata,compsamp_snapshot_wrds_cs_names_identifyinginformation,CIK,character varying
form_metadata,compsamp_snapshot_wrds_csa_pit_extra9_identifyinginformation,CIK,character varying
form_metadata,compsamp_snapshot_wrds_csa_restated_extra9_identifyinginformati,CIK,character varying
form_metadata,compsamp_snapshot_wrds_csa_unrestated_extra9_identifyinginforma,CIK,character varying
form_metadata,compsamp_snapshot_wrds_csq_pit_extra9_identifyinginformation,CIK,character varying
form_metadata,compsamp_snapshot_wrds_csq_unrestated_extra9_identifyinginforma,CIK,character varying
form_metadata,crsp_a_ccm_ccmbanka_identifyinginformation,CIK,character varying
form_metadata,crsp_a_ccm_ccmbankq_identifyinginformation,CIK,character varying
form_metadata,crsp_a_ccm_ccmfunda_identifyinginformation,cik,character varying
form_metadata,crsp_a_ccm_ccmfundq_identifyinginformation,cik,character varying
form_metadata,crsp_a_ccm_ccmlinktable_extra6_identifyinginformation,CIK,character varying
form_metadata,crsp_a_ccm_ccmlinktable_extra8_companyheaderinformation,CIK,character varying
form_metadata,crsp_a_ccm_ccmsecd_identifyinginformation,CIK,character varying
form_metadata,crsp_a_ccm_ccmsecm_identifyinginformation,CIK,character varying
form_metadata,crsp_a_ccm_ccmseg_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmbanka_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmbankq_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmfunda_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmfundq_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmlinktable_extra6_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmlinktable_extra8_companyheaderinformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmsecd_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmsecm_identifyinginformation,CIK,character varying
form_metadata,crsp_m_ccm_ccmseg_identifyinginformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmbanka_identifyinginformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmbankq_identifyinginformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmfunda_identifyinginformation,cik,character varying
form_metadata,crsp_q_ccm_ccmfundq_identifyinginformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmlinktable_extra6_identifyinginformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmlinktable_extra8_companyheaderinformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmsecd_identifyinginformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmsecm_identifyinginformation,CIK,character varying
form_metadata,crsp_q_ccm_ccmseg_identifyinginformation,CIK,character varying
form_metadata,crspsamp_all_ccmlinktable_trial_extra6_identifyinginformation,CIK,character varying
form_metadata,fjc_linking_wrds_bankruptcy_link_variables,cik,character varying
form_metadata,fjc_linking_wrds_civil_link_variables,plt_cik,character varying
form_metadata,fjc_linking_wrds_civil_link_variables,def_cik,character varying
form_metadata,fjc_linking_wrds_criminal_link_variables,cik,character varying
form_metadata,gmi_all_companies2001_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2002_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2003_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2004_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2005_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2006_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2007_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2008_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2009_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2010_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2011_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2012_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2013_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2014_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2015_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2016_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2017_generalinformation,CIK,character varying
form_metadata,gmi_all_companies2018_generalinformation,CIK,character varying
form_metadata,gmi_all_companies_generalinformation,CIK,character varying
form_metadata,gmi_all_directorships2001_variables,CIK,character varying
form_metadata,gmi_all_directorships2002_variables,CIK,character varying
form_metadata,gmi_all_directorships_variables,CIK,character varying
form_metadata,risk_governance_gset_companyinformation,cik,character varying
form_metadata,risksamp_all_beneown_variables,CIK,character varying
form_metadata,risksamp_all_bhown_variables,CIK,character varying
form_metadata,risksamp_all_companyfy_variables,CIK,character varying
form_metadata,risksamp_all_comppeer_variables,CIK,character varying
form_metadata,risksamp_all_comppeer_variables,PEERCIK,double precision
form_metadata,risksamp_all_consultant_variables,CIK,character varying
form_metadata,risksamp_all_dircomp_variables,CIK,character varying
form_metadata,risksamp_all_exervest_variables,CIK,character varying
form_metadata,risksamp_all_gpbaaccpeer_variables,CIK,character varying
form_metadata,risksamp_all_gpbaaccpeer_variables,PEERCIK,double precision
form_metadata,risksamp_all_gpbagrant_variables,CIK,character varying
form_metadata,risksamp_all_gpbarelpeer_variables,CIK,character varying
form_metadata,risksamp_all_gpbarelpeer_variables,PEERCIK,double precision
form_metadata,risksamp_all_holdingreq_variables,CIK,character varying
form_metadata,risksamp_all_oeoption_variables,CIK,character varying
form_metadata,risksamp_all_oestock_variables,CIK,character varying
form_metadata,risksamp_all_participantfy_variables,CIK,character varying
form_metadata,risksamp_all_participantfy_variables,PARTICIPANTCIK,double precision
form_metadata,risksamp_all_sumcomp_variables,CIK,character varying
form_metadata,secsamp_all_derivatives_extra1_filinginformation,issuerCik,character varying
form_metadata,secsamp_all_derivatives_extra1_filinginformation,regcik,character varying
form_metadata,secsamp_all_document_info_documentinformation,regcik,character varying
form_metadata,secsamp_all_document_info_documentinformation,issuerCik,character varying
form_metadata,secsamp_all_footnotes_extra1_filingdata,issuerCik,character varying
form_metadata,secsamp_all_footnotes_extra1_filingdata,regcik,character varying
form_metadata,secsamp_all_forms_dataitems,CIK,character varying
form_metadata,secsamp_all_nonderivatives_extra1_filinginformation,issuerCik,character varying
form_metadata,secsamp_all_nonderivatives_extra1_filinginformation,regcik,character varying
form_metadata,secsamp_all_reporting_owners_extra1_filinginformation,issuerCIK,character varying
form_metadata,secsamp_all_reporting_owners_extra1_filinginformation,regcik,character varying
form_metadata,secsamp_all_reporting_owners_reportingowners,rptOwnerCik,character varying
form_metadata,secsamp_all_wciklink_cusip_dataitems,CoName,character varying
form_metadata,secsamp_all_wciklink_cusip_dataitems,CUSIP_FULL,character varying
form_metadata,secsamp_all_wciklink_cusip_dataitems,CUSIP,character varying
form_metadata,secsamp_all_wciklink_cusip_dataitems,CIKDATE1,date
form_metadata,secsamp_all_wciklink_cusip_dataitems,CIKDATE2,date
form_metadata,secsamp_all_wciklink_cusip_dataitems,TMATCH,double precision
form_metadata,secsamp_all_wciklink_cusip_dataitems,ISSUER,character varying
form_metadata,secsamp_all_wciklink_cusip_dataitems,ISSUE,character varying
form_metadata,secsamp_all_wciklink_cusip_dataitems,ISSUE_CHECK,character varying
form_metadata,secsamp_all_wciklink_gvkey_dataitems,gvkey,character varying
form_metadata,secsamp_all_wciklink_gvkey_dataitems,CONM,character varying
form_metadata,secsamp_all_wciklink_gvkey_dataitems,DATADATE1,date
form_metadata,secsamp_all_wciklink_gvkey_dataitems,DATADATE2,date
form_metadata,secsamp_all_wciklink_gvkey_dataitems,SOURCE,character varying
form_metadata,secsamp_all_wciklink_gvkey_dataitems,CoName,character varying
form_metadata,secsamp_all_wciklink_gvkey_dataitems,FNDATE,date
form_metadata,secsamp_all_wciklink_gvkey_dataitems,LNDATE,date
form_metadata,secsamp_all_wciklink_gvkey_dataitems,N10K,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,N10K_A,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,N10K_NT,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,N10Q,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,N10Q_A,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,N10Q_NT,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,N8K,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,NDEF,double precision
form_metadata,secsamp_all_wciklink_gvkey_dataitems,NTOT,double precision
form_metadata,secsamp_all_wciklink_names_companydescriptiveinformation,CoName,character varying
form_metadata,secsamp_all_wciklink_names_companydescriptiveinformation,FNDATE,date
form_metadata,secsamp_all_wciklink_names_companydescriptiveinformation,LNDATE,date
form_metadata,secsamp_all_wciklink_names_companydescriptiveinformation,HEADER,double precision
form_metadata,secsamp_all_wciklink_names_companydescriptiveinformation,GVKEY,character varying
form_metadata,secsamp_all_wciklink_names_companydescriptiveinformation,CUSIPH,character varying
form_metadata,secsamp_all_wciklink_names_companydescriptiveinformation,TICKERH,character varying
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N10K,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N10K_A,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N10K_NT,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N10Q,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N10Q_A,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N10Q_NT,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N13D,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N13F,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N13G,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,N8K,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,NDEF,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,NLET,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,NTOT,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,NTOT_A,double precision
form_metadata,secsamp_all_wciklink_names_filingsstatistics,NTOT_NT,double precision
form_metadata,secsamp_all_wrds_13f_holdings_variables,cik,character varying
form_metadata,secsamp_all_wrds_13f_summary_variables,cik,character varying
form_metadata,secsamp_all_wrds_13f_summary_variables,omcik,double precision
form_metadata,secsamp_all_wrds_filings_filingdata,CIK,character varying
form_metadata,secsamp_all_wrds_filings_registrantdata,REGCIK,character varying
form_metadata,secsamp_all_wrds_nlpsa_companyfilingsinformation,CIK,character varying
form_metadata,tr_ownership_owninfo_ownerinformation,CIKCODE,character varying
form_metadata,wrds_nlpsa_info,cik,character varying
form_metadata,wrdsapps_all_wrds_relationships_variables,CIK,character varying
form_metadata,wrdssec_all_forms_dataitems,CIK,character varying
form_metadata,wrdssec_all_wrds_13f_holdings_variables,cik,character varying
form_metadata,wrdssec_all_wrds_13f_summary_variables,cik,character varying
form_metadata,wrdssec_all_wrds_13f_summary_variables,omcik,double precision
form_metadata,wrdssec_all_wrds_vc_form1a_variables,cik,character varying
form_metadata,wrdssec_all_wrds_vc_form1a_variables,coIssuerCIK,character varying
form_metadata,wrdssec_all_wrds_vc_form1a_variables,empInfoCIK,character varying
form_metadata,wrdssec_all_wrds_vc_form1k_variables,cik,character varying
form_metadata,wrdssec_all_wrds_vc_form1k_variables,coIssuerCIK,character varying
form_metadata,wrdssec_all_wrds_vc_form1k_variables,issuerCIK,character varying
form_metadata,wrdssec_all_wrds_vc_form1z_variables,cik,character varying
form_metadata,wrdssec_all_wrds_vc_form1z_variables,coIssuerCIK,character varying
form_metadata,wrdssec_all_wrds_vc_form1z_variables,signatureCIK,character varying
form_metadata,wrdssec_all_wrds_vc_formc_variables,filerCik,character varying
form_metadata,wrdssec_all_wrds_vc_formc_variables,commissionCik,character varying
form_metadata,wrdssec_all_wrds_vc_formd_variables,primarycik,character varying
form_metadata,wrdssec_all_wrds_vc_formd_variables,issuer_cik,character varying
form_metadata,wrdssec_all_wrds_vc_formd_variables,regcik,character varying
form_metadata,wrdssec_bow_bow_filingsummary_variables,cik,character varying
form_metadata,wrdssec_bow_bow_worddistall_variables,cik,character varying
form_metadata,wrdssec_bow_bow_worddistribution_wrdssecforms,cik,character varying
form_metadata,wrdssec_common_wciklink_cusip_dataitems,CoName,character varying
form_metadata,wrdssec_common_wciklink_cusip_dataitems,CUSIP_FULL,character varying
form_metadata,wrdssec_common_wciklink_cusip_dataitems,CUSIP,character varying
form_metadata,wrdssec_common_wciklink_cusip_dataitems,CIKDATE1,date
form_metadata,wrdssec_common_wciklink_cusip_dataitems,CIKDATE2,date
form_metadata,wrdssec_common_wciklink_cusip_dataitems,TMATCH,double precision
form_metadata,wrdssec_common_wciklink_cusip_dataitems,ISSUER,character varying
form_metadata,wrdssec_common_wciklink_cusip_dataitems,ISSUE,character varying
form_metadata,wrdssec_common_wciklink_cusip_dataitems,ISSUE_CHECK,character varying
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,gvkey,character varying
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,CONM,character varying
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,DATADATE1,date
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,DATADATE2,date
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,SOURCE,character varying
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,CoName,character varying
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,FNDATE,date
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,LNDATE,date
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,N10K,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,N10K_A,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,N10K_NT,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,N10Q,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,N10Q_A,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,N10Q_NT,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,N8K,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,NDEF,double precision
form_metadata,wrdssec_common_wciklink_gvkey_dataitems,NTOT,double precision
form_metadata,wrdssec_common_wciklink_names_companydescriptiveinformation,CoName,character varying
form_metadata,wrdssec_common_wciklink_names_companydescriptiveinformation,FNDATE,date
form_metadata,wrdssec_common_wciklink_names_companydescriptiveinformation,LNDATE,date
form_metadata,wrdssec_common_wciklink_names_companydescriptiveinformation,HEADER,double precision
form_metadata,wrdssec_common_wciklink_names_companydescriptiveinformation,GVKEY,character varying
form_metadata,wrdssec_common_wciklink_names_companydescriptiveinformation,CUSIPH,character varying
form_metadata,wrdssec_common_wciklink_names_companydescriptiveinformation,TICKERH,character varying
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N10K,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N10K_A,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N10K_NT,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N10Q,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N10Q_A,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N10Q_NT,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N13D,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N13F,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N13G,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,N8K,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,NDEF,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,NLET,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,NTOT,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,NTOT_A,double precision
form_metadata,wrdssec_common_wciklink_names_filingsstatistics,NTOT_NT,double precision
form_metadata_20230206,audit_corp_legal_commlett_variables,LIST_CIKS_RECLET,character varying
form_metadata_20230206,audit_corp_legal_commlettconv_variables,LIST_OF_CIKS,character varying
form_metadata_20230206,boardex_eur_eur_wrds_company_profile_variables,CIKCode,character varying
form_metadata_20230206,boardex_na_na_wrds_company_profile_variables,CIKCode,character varying
form_metadata_20230206,boardex_row_row_wrds_company_profile_variables,CIKCode,character varying
form_metadata_20230206,boardex_trial_jr_wrds_company_profile_variables,CIKCode,character varying
form_metadata_20230206,boardex_uk_uk_wrds_company_profile_variables,CIKCode,character varying
form_metadata_20230206,bvd_bankscope_trial_trial_bs_financials_extra1_generalinformati,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_branches_headquarters_extra1_bankinformat,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_companions_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_directors_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_financials_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_ish_guo_duo_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_overview_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_regulators_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_shareholders_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_stock_annual_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_stock_current_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_stock_indexes_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_stock_info_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_stock_monthly_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_stock_places_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_stock_weekly_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_bvdbankf_subsidiaries_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_trial_bvdbankf_financials_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_trial_bvdbankf_ish_guo_duo_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_trial_bvdbankf_stock_annual_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_bvdbankf_trial_bvdbankf_subsidiaries_extra1_bankinformation,CIK,character varying
form_metadata_20230206,bvd_legacy_bs_directors_extra1_generalinformation,CIK,character varying
form_metadata_20230206,bvd_legacy_bs_financials_extra1_generalinformation,CIK,character varying
form_metadata_20230206,bvd_legacy_bs_ish_guo_duo_extra1_generalinformation,CIK,character varying
form_metadata_20230206,bvd_legacy_bs_shareholders_extra1_generalinformation,CIK,character varying
form_metadata_20230206,bvd_legacy_bs_subsidiaries_extra1_generalinformation,CIK,character varying
form_metadata_20230206,bvd_os_fin_com_identificationcodes,cik,character varying
form_metadata_20230206,bvd_os_fin_lif_identificationcodes,cik,character varying
form_metadata_20230206,bvd_os_fin_nl_identificationcodes,cik,character varying
form_metadata_20230206,bvd_osiris_os_fin_bnk_identificationcodes,cik,character varying
form_metadata_20230206,bvd_osiris_os_fin_ind_identificationcodes,cik,character varying
form_metadata_20230206,bvd_osiris_os_fin_ins_identificationcodes,cik,character varying
form_metadata_20230206,calcbench_ap_ar_accounts_payable_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_ap_ar_accounts_receivable_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_business_combinations_business_combinations_fn_variab,cik_code,character varying
form_metadata_20230206,calcbench_business_combinations_purchase_price_allocation_bo_ex,cik_code,character varying
form_metadata_20230206,calcbench_business_segments_geographical_segment_bo_extra1_iden,cik_code,character varying
form_metadata_20230206,calcbench_business_segments_operating_segment_bo_extra1_identif,cik_code,character varying
form_metadata_20230206,calcbench_commitment_contingency_commitments_contingencies_fn_v,cik_code,character varying
form_metadata_20230206,calcbench_concentration_risk_customer_concentration_risk_bo_ext,cik_code,character varying
form_metadata_20230206,calcbench_concentration_risk_supplier_concentration_risk_bo_ext,cik_code,character varying
form_metadata_20230206,calcbench_discontinued_ops_discontinued_operations_dispo_bo_ext,cik_code,character varying
form_metadata_20230206,calcbench_discontinued_ops_restructuring_discontinued_op_fn_var,cik_code,character varying
form_metadata_20230206,calcbench_equity_compensation_equity_based_compensation_fn_vari,cik_code,character varying
form_metadata_20230206,calcbench_equity_investments_equity_method_investments_bo_extra,cik_code,character varying
form_metadata_20230206,calcbench_equity_investments_equity_method_investments_fn_varia,cik_code,character varying
form_metadata_20230206,calcbench_equity_repurchases_equity_repurchases_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_fair_value_fair_value_bo_extra1_identifyinginformatio,cik_code,character varying
form_metadata_20230206,calcbench_fair_value_fair_value_reconciliation_ass_bo_extra1_id,cik_code,character varying
form_metadata_20230206,calcbench_fair_value_fair_value_reconciliation_lia_bo_extra1_id,cik_code,character varying
form_metadata_20230206,calcbench_goodwill_goodwill_intangible_assets_bo_extra1_identif,cik_code,character varying
form_metadata_20230206,calcbench_goodwill_goodwill_intangible_assets_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_income_tax_deferred_tax_assets_bo_extra1_identifyingi,cik_code,character varying
form_metadata_20230206,calcbench_income_tax_deferred_tax_liabilities_bo_extra1_identif,cik_code,character varying
form_metadata_20230206,calcbench_income_tax_effective_income_tax_reconcil_bo_extra1_id,cik_code,character varying
form_metadata_20230206,calcbench_income_tax_income_tax_reconciliation_bo_extra1_identi,cik_code,character varying
form_metadata_20230206,calcbench_income_tax_tax_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_inventory_inventory_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_leases_capitalized_leases_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_leases_operating_leases_fn_variables,cik_code,character varying
form_metadata_20230206,calcbench_trial_breakout_extra1_identifyinginformation,cik_code,character varying
form_metadata_20230206,calcbench_trial_normalized_fn_variables,cik_code,character varying
form_metadata_20230206,ciqsamp_ratings_wrds_erating_trial_extra1_namesidentifiers,cik,character varying
form_metadata_20230206,ciqsamp_ratings_wrds_irating_trial_extra1_namesidentifiers,cik,character varying
form_metadata_20230206,ciqsamp_ratings_wrds_sassessment_trial_extra1_namesidentifiers,cik,character varying
form_metadata_20230206,ciqsamp_ratings_wrds_srating_trial_extra1_namesidentifiers,cik,character varying
form_metadata_20230206,comp_bank_bank_funda_identifyinginformation,CIK,character varying
form_metadata_20230206,comp_bank_bank_fundq_identifyinginformation,CIK,character varying
form_metadata_20230206,comp_bank_daily_bank_funda_identifyinginformation,CIK,character varying
form_metadata_20230206,comp_bank_daily_bank_fundq_identifyinginformation,CIK,character varying
form_metadata_20230206,comp_filings_filings_identifyinginformation,CIK,character varying
form_metadata_20230206,comp_global_daily_g_secd_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_global_daily_gfunda_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_global_daily_gfundq_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_global_g_secd_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_global_gfunda_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_global_gfundq_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_na_annual_all_aco_indsta_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_na_annual_all_aco_indstq_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_na_annual_all_aco_pnfnda_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_na_annual_all_aco_pnfndq_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_na_annual_all_adsprate_extra8_identifyinginformationcont,CIK,character varying
form_metadata_20230206,comp_na_annual_all_cia_identifyinginformationcodes,CIK,character varying
form_metadata_20230206,comp_na_annual_all_ciq_identifyinginformationcodes,CIK,character varying
form_metadata_20230206,comp_na_annual_all_compann_identifyinginformationcodes,CIK,character varying
form_metadata_20230206,comp_na_annual_all_comppde_identifyinginformation,CIK,character varying
form_metadata_20230206,comp_na_annual_all_compqtr_identifyinginformationcodes,CIK,character varying
